05/19/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		936		336		247		432		4663		0		0		
	2		937		337		247		427		4606		0		0		
	3		939		340		247		427		4535		0		0		
	4		939		339		248		425		4162		0		0		
	5		940		340		248		430		3895		0		0		
	6		941		343		248		534		3786		0		0		
	7		941		348		248		560		3814		1085		0		
	8		937		349		247		562		3836		4444		0		
	9		926		347		247		461		3592		7272		248		
	10		924		347		247		455		3317		8610		367		
	11		922		342		247		451		3231		9403		381		
	12		920		343		247		447		3441		9752		317		
	13		926		342		246		445		3519		9505		144		
	14		926		344		247		444		3617		9534		140		
	15		916		342		247		447		3934		9177		141		
	16		917		341		247		453		4324		8034		136		
	17		916		339		248		550		4660		8278		193		
	18		917		339		230		560		4898		6426		195		
	19		926		338		220		564		4925		3489		114		
	20		932		335		219		564		4797		470		0		
	21		936		338		211		562		4726		0		0		
	22		938		331		218		535		4639		0		0		
	23		937		325		219		535		4441		0		0		
	24		938		321		219		426		4475		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6614		2281		1846		8567		3202						
	2		6554		2280		1670		7839		3197						
	3		5549		2279		2277		7613		3144						
	4		6113		2280		1380		7669		3118						
	5		5853		2280		1366		7857		3289						
	6		5852		2280		1494		7963		3495						
	7		6996		2279		1567		7172		3403						
	8		10375		2280		1310		5069		2871						
	9		13093		2280		1359		2947		2793						
	10		14267		2280		1319		2137		2713						
	11		14977		2280		1156		1693		2438						
	12		15467		2281		1084		1270		2318						
	13		15127		2280		1173		1180		2312						
	14		15252		2279		1303		663		2334						
	15		15204		2279		1413		553		2527						
	16		14452		2280		1691		983		2779						
	17		15184		2279		1929		790		2910						
	18		13565		2280		2158		3081		2949						
	19		10576		2281		2742		5936		3378						
	20		7317		2282		4004		8341		3787						
	21		6773		2282		4027		9558		3961						
	22		6661		2282		3716		9549		3838						
	23		6457		2282		3022		9505		3346						
	24		6379		2283		2273		8759		3250						
