04/24/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		922		294		229		258		3152		0		0		
	2		923		290		229		246		3138		0		0		
	3		923		292		229		279		2967		0		0		
	4		924		292		229		288		2599		0		0		
	5		925		289		229		287		2344		0		0		
	6		926		293		229		288		2270		0		0		
	7		925		294		228		292		1844		657		0		
	8		923		299		227		278		1250		4893		155		
	9		920		302		225		275		559		8824		345		
	10		914		288		222		264		523		10179		368		
	11		910		282		222		275		799		10801		372		
	12		909		282		224		278		287		10981		376		
	13		908		282		223		281		650		10972		384		
	14		906		283		221		270		815		10863		386		
	15		902		281		219		270		1144		10850		386		
	16		900		289		213		282		1489		9865		385		
	17		900		305		216		283		1747		9237		377		
	18		901		303		222		284		2140		7770		329		
	19		884		301		227		291		2487		3310		160		
	20		885		296		228		292		2714		208		8		
	21		887		260		228		286		2879		0		10		
	22		853		260		229		297		2906		0		10		
	23		863		261		227		285		2967		0		10		
	24		882		269		227		279		2662		0		10		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4855		2274		5211		6084		2584						
	2		4826		2274		4634		5682		2576						
	3		4690		2273		4609		5365		2340						
	4		4332		2273		4471		5548		2311						
	5		4074		2274		4302		5930		2467						
	6		4006		2274		3632		6925		2930						
	7		4240		2273		3556		7394		2982						
	8		8025		2274		3330		4997		2290						
	9		11450		2274		2573		2869		1940						
	10		12758		2274		2653		2090		1445						
	11		13661		2272		2446		1509		1433						
	12		13337		2272		3178		1674		1392						
	13		13700		2274		2945		1782		1779						
	14		13744		2275		3715		2113		1795						
	15		14052		2274		4207		2504		1915						
	16		13423		2276		5408		3444		1948						
	17		13065		2276		6469		4071		2109						
	18		11949		2276		6867		5381		2775						
	19		7660		2275		8734		7660		3761						
	20		4631		2276		10272		8799		4136						
	21		4550		2276		10113		8632		4163						
	22		4555		2274		9129		8236		3867						
	23		4613		2272		8034		7355		3653						
	24		4329		2275		6618		7294		3267						
