07/21/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		983		377		226		379		2987		0		0		
	2		987		378		227		348		2899		0		0		
	3		996		378		227		348		2844		0		0		
	4		1000		373		227		305		2713		0		0		
	5		1003		382		227		300		2448		0		0		
	6		1002		388		227		306		2322		0		0		
	7		998		405		229		300		2087		430		0		
	8		992		405		229		339		1917		2705		0		
	9		988		403		227		329		1561		5042		71		
	10		984		403		230		325		1158		6445		151		
	11		977		404		233		292		922		7110		154		
	12		971		403		232		321		1101		7349		115		
	13		971		403		232		390		1246		7666		119		
	14		972		402		232		453		1495		7940		29		
	15		970		401		234		487		1553		8004		0		
	16		968		402		234		532		1660		7824		0		
	17		969		404		233		534		1925		7331		0		
	18		973		405		234		534		2041		6453		0		
	19		974		434		233		571		2069		3721		0		
	20		974		434		233		571		2239		757		0		
	21		977		434		229		570		2660		63		0		
	22		980		405		231		530		2860		11		0		
	23		982		387		228		483		2716		0		0		
	24		985		378		227		462		2817		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4952		2261		9326		9721		2590						
	2		4839		2263		8566		9418		2466						
	3		3797		2266		8470		9467		2323						
	4		4618		2267		7217		9184		2274						
	5		4360		2267		7170		9194		2283						
	6		4245		2261		7264		9428		2328						
	7		4449		2260		7807		8829		2307						
	8		6587		2263		6935		8459		2436						
	9		8621		2265		6558		7949		2374						
	10		9696		2266		7659		7178		2463						
	11		10092		2263		8387		7331		2551						
	12		10492		2260		9162		7685		2441						
	13		11027		2259		9654		7732		2563						
	14		11523		2261		10181		7615		2779						
	15		11649		2261		10936		7784		2950						
	16		11620		2255		11800		7912		2916						
	17		11396		2257		12034		8571		3422						
	18		10640		2259		13201		8576		3710						
	19		8002		2260		14355		9416		4278						
	20		5208		2260		15166		10073		4455						
	21		4933		2262		14665		10234		4241						
	22		5017		2263		13578		10421		3676						
	23		4796		2263		11169		11000		3332						
	24		4869		2263		9089		11342		2673						
