02/11/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		935		188		189		377		1075		0		0		
	2		936		185		193		377		1417		0		0		
	3		936		185		188		378		1799		0		0		
	4		928		187		189		377		2822		0		0		
	5		935		190		187		377		2987		0		0		
	6		936		192		185		374		2657		0		0		
	7		936		195		185		393		2463		0		0		
	8		936		197		186		394		2689		729		0		
	9		936		197		188		392		2650		2447		0		
	10		935		198		189		370		2530		3539		0		
	11		939		194		189		348		2152		4348		0		
	12		938		166		183		349		1744		4719		0		
	13		938		165		178		340		1338		4689		0		
	14		937		166		178		321		1300		3930		0		
	15		937		166		178		322		1100		3142		0		
	16		937		164		177		377		1102		1932		0		
	17		938		163		176		396		1153		961		0		
	18		939		161		176		456		1062		0		0		
	19		939		163		176		453		1292		0		0		
	20		939		160		177		448		1371		0		0		
	21		938		164		177		440		1274		0		0		
	22		938		164		176		404		1207		0		0		
	23		938		163		174		395		1099		0		0		
	24		921		160		175		355		1341		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2764		2271		5769		8595		2550						
	2		3108		2272		4614		8592		2592						
	3		3487		2273		4059		8174		2578						
	4		4504		2273		3987		7257		2356						
	5		4676		2272		3810		7432		2540						
	6		4344		2274		4138		7644		2573						
	7		4173		2274		3762		8588		2976						
	8		5129		2274		3281		8556		2991						
	9		6809		2274		3143		7579		3138						
	10		7760		2275		3309		7002		2884						
	11		8170		2274		2914		6798		2840						
	12		8099		2273		2928		6563		2768						
	13		7647		2273		2849		6752		2762						
	14		6832		2272		3068		6952		2822						
	15		5845		2273		3277		7267		3128						
	16		4690		2273		3719		7916		3649						
	17		3787		2273		4511		9374		3418						
	18		2794		2274		6515		10098		3747						
	19		3023		2274		7945		10160		3739						
	20		3095		2275		7284		10290		3783						
	21		2993		2275		7123		10059		3646						
	22		2888		2276		6511		9899		3563						
	23		2769		2275		5907		9433		3349						
	24		2951		2276		5230		8478		3251						
