04/30/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		921		295		218		338		4159		0		0		
	2		921		294		219		333		4475		0		0		
	3		922		297		219		330		4494		0		0		
	4		923		296		219		330		4627		0		0		
	5		925		301		219		330		4637		0		0		
	6		925		299		219		328		4857		0		0		
	7		921		298		218		330		4542		451		0		
	8		922		296		217		324		4357		3456		0		
	9		916		298		209		324		4358		6484		0		
	10		913		283		214		322		4424		7229		0		
	11		896		271		214		329		4458		7646		0		
	12		896		275		213		328		4444		7292		0		
	13		909		275		199		326		4100		7813		75		
	14		910		288		190		325		4076		8514		316		
	15		899		286		189		327		4329		8822		355		
	16		875		301		200		319		4428		8022		359		
	17		875		325		208		320		4727		7089		253		
	18		878		322		217		319		5043		6487		206		
	19		880		325		217		321		4689		3328		117		
	20		913		318		218		322		4532		327		0		
	21		921		310		218		330		4529		0		0		
	22		922		309		218		334		4327		0		0		
	23		924		307		218		325		4251		0		0		
	24		928		308		218		325		4427		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5931		2273		4766		6876		2550						
	2		6242		2273		3648		6674		2531						
	3		6262		2273		2905		6593		2555						
	4		6395		2274		2678		6500		2468						
	5		6412		2274		2514		6821		2468						
	6		6628		2274		2494		6949		2762						
	7		6760		2272		2743		6994		2844						
	8		9572		2273		2663		5012		2413						
	9		12589		2273		2406		2970		1936						
	10		13385		2273		2360		1834		1789						
	11		13814		2274		2610		1053		1735						
	12		13448		2274		2610		1123		1739						
	13		13697		2275		2887		903		1732						
	14		14619		2275		2703		665		1593						
	15		15207		2275		2814		722		1725						
	16		14504		2275		2957		1733		2260						
	17		13797		2275		3645		2814		2542						
	18		13472		2275		5212		3090		2600						
	19		9877		2275		5820		6164		3315						
	20		6630		2276		6349		8568		3817						
	21		6308		2276		6423		8597		3996						
	22		6110		2276		5707		8683		3566						
	23		6025		2275		5411		8092		3105						
	24		6206		2274		4804		7232		2732						
