02/12/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		879		163		181		340		1527		0		0		
	2		882		163		183		342		1519		0		0		
	3		880		162		187		342		1382		0		0		
	4		881		165		188		340		1319		0		0		
	5		881		166		188		341		1018		0		0		
	6		882		171		188		343		792		0		0		
	7		882		175		189		363		819		0		0		
	8		882		180		188		363		816		1235		0		
	9		876		182		188		335		826		3641		0		
	10		874		185		189		328		969		5361		116		
	11		875		184		189		298		1216		5883		243		
	12		876		183		190		302		1241		6184		180		
	13		875		184		189		298		1070		6776		0		
	14		875		185		186		300		999		6403		0		
	15		875		184		187		301		969		5652		0		
	16		875		181		189		348		1086		5362		0		
	17		877		182		189		349		1002		2739		0		
	18		880		182		189		430		700		0		0		
	19		881		183		189		448		577		0		0		
	20		882		180		188		450		552		0		0		
	21		883		180		188		446		445		0		0		
	22		883		179		188		410		387		0		0		
	23		883		177		188		383		327		0		0		
	24		883		177		188		343		353		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3089		2274		4787		8074		2893						
	2		3089		2273		4736		7741		2918						
	3		2953		2276		4361		7797		2913						
	4		2894		2275		4078		7880		2936						
	5		2594		2275		4151		8258		2940						
	6		2377		2276		4377		8858		3016						
	7		2428		2276		5164		8927		3001						
	8		3664		2276		4604		8285		2855						
	9		6047		2277		3650		6666		2775						
	10		8022		2276		3166		4699		2885						
	11		8889		2274		2842		3702		2925						
	12		9156		2274		2767		3184		2968						
	13		9394		2274		2911		2943		2684						
	14		8948		2273		3251		2902		2733						
	15		8168		2273		3566		3418		2937						
	16		8041		2273		3919		3893		2984						
	17		5339		2272		4802		6680		3517						
	18		2381		2274		7667		8869		3845						
	19		2278		2274		9290		9439		3784						
	20		2252		2275		9126		9606		3653						
	21		2142		2276		8177		9967		3716						
	22		2046		2276		7324		10032		3500						
	23		1959		2277		6562		9465		3320						
	24		1944		2277		5847		8745		3176						
