11/09/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1073		210		212		179		2409		0		0		
	2		1072		209		213		176		3259		0		0		
	3		1071		210		213		176		3364		0		0		
	4		1067		211		212		184		2792		0		0		
	5		1065		213		212		196		2471		0		0		
	6		1066		211		212		210		2449		0		0		
	7		1065		210		211		216		2426		342		0		
	8		1062		210		210		218		2580		3494		0		
	9		1060		211		211		220		3323		5992		0		
	10		1066		210		210		226		3419		6790		0		
	11		1061		209		206		218		3042		6912		0		
	12		1059		212		211		195		2494		7737		0		
	13		1062		210		213		182		3046		8322		0		
	14		1055		210		213		179		3210		7902		0		
	15		1061		211		214		179		2960		6732		0		
	16		1063		212		213		190		2783		4047		0		
	17		1067		216		211		233		2727		538		0		
	18		1068		214		213		237		2486		40		0		
	19		1069		214		214		239		2302		13		0		
	20		1070		213		214		238		2278		0		0		
	21		1069		213		214		237		2223		0		0		
	22		1071		216		213		235		2754		0		0		
	23		1072		214		213		235		3223		0		0		
	24		1073		213		213		217		2868		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4035		2268		7966		5887		1013						
	2		4886		2267		7175		5365		1038						
	3		5041		2267		6729		5526		927						
	4		4477		2267		6796		5957		928						
	5		4147		2268		7507		5699		1030						
	6		4134		2268		8368		5486		1628						
	7		4407		2268		8907		6463		1813						
	8		7578		2269		8194		5229		1554						
	9		10881		2268		6864		3648		1298						
	10		11934		2268		5746		3649		1288						
	11		11652		2267		5547		3964		1037						
	12		11862		2267		5399		3654		1011						
	13		13005		2267		5058		2665		1076						
	14		12792		2267		5301		2761		1038						
	15		11465		2267		6338		3489		977						
	16		8723		2268		8714		4363		1195						
	17		5084		2267		11722		5716		1776						
	18		4268		2267		13644		5724		2263						
	19		4058		2267		13271		6074		2206						
	20		4002		2266		12151		6743		2007						
	21		3940		2266		11321		6959		1824						
	22		4434		2266		10540		6539		1292						
	23		4944		2267		9225		6048		912						
	24		4596		2267		8336		5948		923						
