06/13/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1046		247		172		465		3055		0		0		
	2		1046		250		173		459		3024		0		0		
	3		1046		251		173		459		3385		0		0		
	4		1046		250		174		457		3450		0		0		
	5		1045		251		173		495		3231		0		0		
	6		1046		251		170		500		2794		5		0		
	7		1045		254		172		582		2121		1597		65		
	8		1045		248		179		549		1539		5026		236		
	9		1042		244		180		464		870		6929		360		
	10		1040		244		179		459		316		7586		400		
	11		1030		242		180		489		160		8201		408		
	12		1006		244		180		494		177		8510		435		
	13		1002		246		181		512		273		8783		498		
	14		1000		250		180		517		391		9096		550		
	15		1000		250		179		511		640		8890		569		
	16		999		251		180		513		1163		8703		569		
	17		1000		251		180		514		1621		8125		554		
	18		999		255		179		562		2214		6919		511		
	19		1017		259		180		587		2758		4238		378		
	20		1027		259		181		636		3067		981		95		
	21		1031		245		181		639		3299		0		21		
	22		1032		232		181		645		3438		0		10		
	23		1033		225		182		582		3118		0		0		
	24		1034		220		181		592		3112		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4739		1131		3207		9197		4333						
	2		4952		1131		2335		8923		4352						
	3		5314		1131		2043		8364		4250						
	4		5377		1131		1931		8206		4239						
	5		5195		1131		1982		8565		4371						
	6		4765		1131		2419		9122		4798						
	7		5836		1131		2397		9116		4837						
	8		8821		1131		2291		8278		3918						
	9		10089		1131		2152		7916		3666						
	10		10226		1130		2495		7234		4095						
	11		10712		1130		2517		6975		4044						
	12		11048		1130		2454		6910		3992						
	13		11495		1130		2693		6464		3916						
	14		11984		1130		2402		6763		4118						
	15		12040		1130		2864		6804		4258						
	16		12379		1130		3049		7041		4400						
	17		12246		1131		3794		7044		4612						
	18		11640		1131		4408		7544		4750						
	19		9418		1131		5656		8538		5200						
	20		6246		1131		7697		9474		5515						
	21		5416		1131		8314		10211		5344						
	22		5538		1116		7298		10372		5371						
	23		5140		1114		5880		9983		5265						
	24		5139		1114		4954		9156		4817						
