02/05/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		947		311		223		198		384		0		0		
	2		948		322		223		197		324		0		0		
	3		944		342		223		198		205		0		0		
	4		941		348		224		198		181		0		0		
	5		936		347		224		195		242		0		0		
	6		934		349		220		210		294		0		0		
	7		841		362		217		261		319		0		0		
	8		875		360		213		218		282		1438		0		
	9		893		349		208		192		123		4984		27		
	10		875		330		209		193		30		6983		56		
	11		885		333		210		182		37		7791		65		
	12		880		335		209		183		61		8289		78		
	13		883		346		211		144		48		8131		77		
	14		897		350		209		147		16		8000		74		
	15		886		353		206		150		52		7963		109		
	16		841		352		207		188		125		6733		35		
	17		843		374		212		196		355		2591		0		
	18		841		369		214		267		577		97		0		
	19		842		368		208		290		564		0		0		
	20		842		368		221		297		801		0		0		
	21		842		364		227		244		971		0		0		
	22		842		360		226		224		753		0		0		
	23		846		352		226		196		543		0		0		
	24		846		340		226		190		676		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2063		2277		8891		8577		1117						
	2		2014		2278		8578		8274		1121						
	3		1912		2277		8641		7979		1121						
	4		1892		2277		8660		7900		1219						
	5		1944		2277		9032		7970		1419						
	6		2007		2279		10059		7946		2170						
	7		2000		2279		11671		8676		2692						
	8		3386		2277		11575		8362		2710						
	9		6776		2277		9309		7061		1653						
	10		8676		2278		7631		5893		1080						
	11		9503		2277		5836		5669		918						
	12		10035		2276		5464		4802		736						
	13		9840		2276		5263		4569		660						
	14		9693		2276		5064		4859		724						
	15		9719		2276		5298		5042		699						
	16		8481		2275		5971		5670		1028						
	17		4571		2275		8941		7496		1671						
	18		2365		2276		10236		9768		2784						
	19		2272		2277		11241		10000		3104						
	20		2529		2276		11168		9861		2776						
	21		2648		2276		11339		9133		2601						
	22		2405		2278		10739		9049		2339						
	23		2163		2278		9478		9501		1612						
	24		2278		2277		8228		9440		1095						
