05/21/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		933		297		244		430		3890		0		0		
	2		932		301		245		430		4002		0		0		
	3		933		300		246		427		3958		0		0		
	4		928		300		245		431		3739		0		0		
	5		929		303		244		428		3396		0		0		
	6		930		310		241		535		3258		0		0		
	7		931		317		241		569		3143		749		0		
	8		930		316		238		571		3243		3450		0		
	9		928		317		220		487		2879		5522		0		
	10		926		313		196		474		2566		7835		24		
	11		920		314		192		473		2378		8970		27		
	12		915		310		199		475		2286		9376		6		
	13		915		285		204		444		2355		9387		0		
	14		915		267		212		431		2903		9428		21		
	15		915		272		223		435		3466		9540		42		
	16		913		290		240		440		3787		8955		45		
	17		915		297		243		547		3892		8322		84		
	18		917		294		242		565		4083		6917		126		
	19		917		295		242		570		4224		3659		86		
	20		920		297		243		568		4282		603		0		
	21		922		296		244		563		4396		14		0		
	22		924		292		244		541		4171		0		0		
	23		925		280		243		538		4067		0		0		
	24		926		276		243		437		4197		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5794		2282		2140		8064		2651						
	2		5910		2282		1854		7978		2184						
	3		4931		2282		2540		7892		2161						
	4		5643		2283		1768		7872		2167						
	5		5300		2284		2094		8256		2260						
	6		5274		2282		2754		8505		2647						
	7		5950		2281		2969		9150		2825						
	8		8748		2281		2888		7701		2955						
	9		10353		2282		2968		6862		2454						
	10		12334		2281		2687		5445		2181						
	11		13274		2281		2640		4547		2115						
	12		13567		2281		2566		4161		2130						
	13		13590		2283		2539		3862		2115						
	14		14177		2281		2641		3080		2164						
	15		14893		2281		2887		2059		2458						
	16		14670		2282		3291		2178		2685						
	17		14300		2283		3772		2509		2782						
	18		13144		2282		4515		3160		2888						
	19		9993		2282		5284		5694		3440						
	20		6913		2283		6534		8300		3510						
	21		6435		2282		6590		9288		3635						
	22		6172		2281		5999		9233		3508						
	23		6053		2281		5243		8341		3274						
	24		6079		2281		4098		7749		3043						
