01/26/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		957		232		245		329		3759		0		0		
	2		958		232		244		322		3654		0		0		
	3		959		233		245		321		3579		0		0		
	4		948		238		245		323		3450		0		0		
	5		928		241		242		325		3261		0		0		
	6		928		252		241		433		2540		0		0		
	7		928		247		239		442		2013		0		0		
	8		928		250		238		438		1503		1220		0		
	9		927		253		236		434		906		5076		139		
	10		917		264		237		350		687		7112		195		
	11		922		269		239		344		620		7334		223		
	12		925		272		243		353		535		7416		218		
	13		925		272		243		357		518		7428		256		
	14		926		273		245		356		613		7479		252		
	15		925		272		244		364		625		7123		220		
	16		926		273		237		362		597		5740		158		
	17		927		278		243		439		579		1744		45		
	18		932		276		242		480		630		59		0		
	19		953		275		242		511		685		25		0		
	20		976		276		245		510		715		24		0		
	21		977		272		246		482		962		25		0		
	22		977		270		246		474		869		24		0		
	23		978		266		246		441		679		15		0		
	24		978		269		246		390		469		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5522		2210		4379		8171		1727						
	2		5410		2210		4246		8386		1566						
	3		5337		2210		4010		8332		1553						
	4		5204		2210		4137		8217		1570						
	5		4997		2209		4299		8309		1843						
	6		4394		2204		4811		8849		2734						
	7		3869		2202		6239		10349		3109						
	8		4577		2201		6778		10191		3265						
	9		7971		2201		5664		8303		2373						
	10		9762		2201		4288		7439		1889						
	11		9951		2200		4213		7137		1708						
	12		9962		2201		3822		6965		1548						
	13		9999		2201		3666		6429		1688						
	14		10144		2201		3614		6244		1791						
	15		9773		2201		4011		6608		1652						
	16		8293		2201		4548		7278		1887						
	17		4255		2201		6443		9383		2743						
	18		2619		2202		8498		10696		3171						
	19		2691		2202		8680		11109		3429						
	20		2746		2202		8531		10760		3471						
	21		2964		2202		8155		10893		2911						
	22		2860		2202		7783		10456		2792						
	23		2625		2202		7372		10016		2391						
	24		2352		2204		6547		9780		2184						
