11/08/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1011		168		200		113		2949		0		0		
	2		1011		168		200		112		2945		0		0		
	3		1009		168		200		111		3014		0		0		
	4		1009		169		200		112		3091		0		0		
	5		1009		169		200		113		3002		0		0		
	6		1008		177		190		116		3152		0		0		
	7		1008		185		190		123		3716		428		0		
	8		1007		186		190		125		3895		3449		0		
	9		1010		187		188		91		3793		6501		0		
	10		1009		187		188		89		3940		6574		0		
	11		1008		198		187		77		3771		6948		0		
	12		1006		212		187		76		3215		7073		0		
	13		1007		206		189		77		3238		7149		0		
	14		1009		224		189		76		3189		6281		0		
	15		1009		230		188		75		3042		4067		0		
	16		1008		231		186		113		3029		1692		0		
	17		1010		232		188		121		2817		281		0		
	18		1010		231		187		129		2625		0		0		
	19		1010		229		188		130		2483		0		0		
	20		1011		229		189		130		2569		0		0		
	21		1028		229		189		131		3205		0		0		
	22		1032		221		189		119		3212		0		0		
	23		1031		177		188		112		3188		0		0		
	24		1031		170		188		74		3279		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4403		1112		6408		6758		1019						
	2		4406		1112		5734		6846		926						
	3		4460		1112		5403		6654		955						
	4		4545		1113		5510		6353		846						
	5		4442		1113		5288		6646		952						
	6		4586		1114		5024		7306		833						
	7		5544		1113		4927		6763		930						
	8		8668		1111		3976		4626		873						
	9		11702		1111		3680		1831		880						
	10		11983		1111		3585		1550		733						
	11		12199		1112		3513		1316		707						
	12		11786		1113		3523		1711		744						
	13		11851		1113		3704		1444		695						
	14		11077		1114		4187		2003		810						
	15		8708		1115		5006		4311		820						
	16		6382		1115		6335		6691		980						
	17		4692		1114		8858		7576		1153						
	18		4185		1114		10713		8213		1315						
	19		4013		1114		10746		8543		1424						
	20		4100		1114		10081		8622		1421						
	21		4728		1114		9492		7908		1422						
	22		4777		1114		9013		7494		1144						
	23		4650		1115		8456		7081		852						
	24		4740		1115		7402		6802		956						
