03/05/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		997		296		236		197		875		0		0		
	2		998		296		236		196		792		0		0		
	3		998		296		236		200		763		0		0		
	4		998		296		237		197		867		0		0		
	5		998		296		232		197		1037		0		0		
	6		998		294		232		199		1193		0		0		
	7		997		300		231		246		1461		572		0		
	8		996		293		231		235		1500		4531		62		
	9		994		296		231		207		1369		8406		408		
	10		994		295		233		199		1584		9223		525		
	11		994		258		231		197		1465		9795		535		
	12		995		246		233		203		1324		9686		532		
	13		995		245		233		226		1067		9730		525		
	14		994		251		233		225		866		9762		530		
	15		993		284		231		227		697		9310		547		
	16		993		300		231		236		719		7767		524		
	17		995		302		225		240		784		4300		304		
	18		996		304		231		331		658		564		7		
	19		996		304		232		338		764		0		0		
	20		996		303		232		340		810		0		0		
	21		997		304		232		343		894		0		0		
	22		996		297		232		241		1061		0		0		
	23		996		288		232		224		988		0		0		
	24		998		294		232		217		887		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2601		1141		6717		8971		1482						
	2		2518		1141		6767		8715		1376						
	3		2493		1141		6684		8633		1378						
	4		2595		1140		6763		8463		1378						
	5		2760		1141		6669		8812		1505						
	6		2916		1141		7623		9194		1927						
	7		3807		1141		8331		9620		2325						
	8		7848		1142		6986		7876		1861						
	9		11911		1142		4430		5902		1408						
	10		13053		1142		4384		4346		1241						
	11		13475		1143		3960		3638		1197						
	12		13219		1143		3987		3338		1181						
	13		13021		1142		3965		3140		1255						
	14		12861		1141		4136		3238		1173						
	15		12289		1140		4610		3651		1183						
	16		10770		1140		5772		4622		1232						
	17		7150		1140		7697		6854		1505						
	18		3091		1140		10507		9205		2051						
	19		2634		1141		12442		9474		2461						
	20		2681		1140		11970		10000		2309						
	21		2770		1141		11155		10110		2257						
	22		2827		1141		10598		9603		1886						
	23		2728		1141		9065		9440		1741						
	24		2628		1142		8336		8825		1624						
