11/27/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		972		353		224		160		749		0		0		
	2		972		354		224		156		758		0		0		
	3		972		354		224		123		654		0		0		
	4		972		352		224		156		572		0		0		
	5		973		355		224		160		559		0		0		
	6		973		356		224		215		502		0		0		
	7		973		362		223		254		404		87		0		
	8		972		363		219		252		528		2339		30		
	9		969		362		219		213		737		5637		268		
	10		965		359		218		173		644		6951		396		
	11		960		352		216		164		539		7074		351		
	12		958		350		215		164		557		6724		225		
	13		958		358		210		146		856		6617		214		
	14		957		358		212		165		1354		6110		341		
	15		986		357		215		171		1466		4818		75		
	16		995		360		221		171		1931		2246		0		
	17		999		367		222		208		2508		201		0		
	18		1000		366		223		300		2301		0		0		
	19		1001		368		223		320		1875		0		0		
	20		1002		368		224		320		1698		0		0		
	21		1003		363		224		232		1634		0		0		
	22		1003		360		223		224		1703		0		0		
	23		1003		350		223		173		1658		0		0		
	24		1004		345		223		173		1825		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2458		2219		7693		6966		1668						
	2		2464		2218		7168		6773		1706						
	3		1355		2218		8024		6610		1692						
	4		2276		2220		7278		6401		1622						
	5		2271		2222		7374		6963		1566						
	6		2270		2221		8262		7070		2167						
	7		2303		2220		9803		7749		2268						
	8		4703		2220		9038		6853		2482						
	9		8405		2221		7480		5055		1901						
	10		9706		2223		7127		4227		1567						
	11		9656		2225		6789		4432		1560						
	12		9193		2224		6310		5283		1885						
	13		9359		2224		6585		5212		1840						
	14		9497		2223		6630		5112		2088						
	15		8088		2222		7339		5685		2291						
	16		5924		2221		8842		6540		2584						
	17		4505		2221		9944		7366		3119						
	18		4190		2221		11080		7855		3639						
	19		3787		2221		10741		8453		3613						
	20		3612		2226		10426		8524		3374						
	21		3456		2229		10302		8514		2784						
	22		3513		2229		9299		8220		2599						
	23		3407		2230		8706		7219		2370						
	24		3570		2233		6912		7397		2147						
