09/08/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		901		290		203		174		4128		0		0		
	2		903		290		203		133		3812		0		0		
	3		903		287		204		109		3555		0		0		
	4		900		286		204		110		3549		0		0		
	5		897		285		199		107		2934		0		0		
	6		901		288		203		138		3933		0		0		
	7		906		293		203		136		3839		0		0		
	8		910		292		203		102		3310		756		0		
	9		911		289		191		104		2581		2868		0		
	10		915		288		187		103		2547		5154		0		
	11		917		285		190		139		2497		6969		62		
	12		914		285		190		142		2636		8034		142		
	13		902		285		190		142		2641		8240		179		
	14		902		278		191		139		2170		8209		232		
	15		902		275		196		139		2214		7654		240		
	16		903		277		201		144		2355		6804		215		
	17		908		285		198		183		2494		5362		190		
	18		911		290		202		183		2087		3110		140		
	19		913		295		203		183		1811		643		34		
	20		918		300		204		189		1414		0		11		
	21		920		295		204		151		1326		0		2		
	22		919		294		203		142		1429		0		0		
	23		919		288		203		141		1352		0		0		
	24		921		280		204		141		1221		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5672		2256		9652		10258		532						
	2		5318		2256		9357		9978		186						
	3		5017		2257		9362		8575		529						
	4		5039		2256		9116		8104		444						
	5		4369		2247		9232		8799		390						
	6		5384		2246		9315		8711		414						
	7		5379		2245		9852		9539		801						
	8		5551		2245		11087		9515		978						
	9		6837		2245		12167		8698		639						
	10		9068		2242		11465		8080		408						
	11		10999		2241		10894		6938		468						
	12		12276		2242		10901		5824		651						
	13		12599		2244		11205		5473		823						
	14		12146		2246		12430		5115		905						
	15		11656		2245		12661		5629		1472						
	16		10934		2246		13550		6192		1622						
	17		9716		2245		13905		6884		2281						
	18		7085		2246		15047		8462		2337						
	19		4195		2247		15888		9454		2918						
	20		3013		2249		16398		9789		2975						
	21		2871		2242		15919		10153		2256						
	22		2938		2243		14758		9991		1950						
	23		2877		2247		13123		9895		1450						
	24		2727		2249		11216		9686		1343						
