02/20/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		897		200		196		380		1784		0		0		
	2		897		199		195		344		2022		0		0		
	3		896		201		196		351		1892		0		0		
	4		895		203		196		352		1801		0		0		
	5		895		200		196		391		1719		0		0		
	6		895		201		196		422		1400		0		0		
	7		896		201		197		423		1233		103		0		
	8		896		203		194		423		1236		1735		0		
	9		896		202		193		395		1386		4168		6		
	10		895		202		196		375		1276		5645		48		
	11		895		204		197		361		1306		5896		0		
	12		895		205		197		359		1241		6078		0		
	13		895		204		197		363		1469		6158		0		
	14		895		208		197		365		1462		5526		0		
	15		895		208		194		409		1355		5551		42		
	16		895		211		194		417		1401		4156		227		
	17		895		217		197		440		1063		2152		178		
	18		902		217		196		470		725		0		0		
	19		902		215		195		478		812		0		0		
	20		895		214		196		473		999		0		0		
	21		895		213		196		424		1271		0		0		
	22		895		211		196		418		1271		0		0		
	23		895		210		196		411		1269		0		0		
	24		896		211		196		408		1374		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3457		2276		4677		6538		3052						
	2		3657		2273		4233		6507		3024						
	3		3537		2275		4046		6482		2982						
	4		3447		2275		3978		6595		3024						
	5		3401		2278		4068		6640		3336						
	6		3114		2277		4078		7253		3555						
	7		3052		2276		4206		8223		3956						
	8		4686		2275		4322		7368		3865						
	9		7246		2275		4430		6052		3389						
	10		8637		2276		4378		5439		3312						
	11		8858		2275		4364		5534		3283						
	12		8975		2275		4407		5799		3121						
	13		9286		2275		4548		5306		3222						
	14		8653		2275		4795		5825		3342						
	15		8655		2275		5017		5851		3191						
	16		7501		2275		5191		6532		3371						
	17		5142		2275		6309		7794		3903						
	18		2511		2275		9374		8473		4282						
	19		2604		2275		10353		8810		4145						
	20		2776		2275		9484		8994		3993						
	21		3000		2275		8572		8865		3912						
	22		2992		2274		7464		8761		3758						
	23		2981		2275		6434		8032		3625						
	24		3085		2274		5642		7377		3319						
