01/20/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		984		358		226		281		389		0		0		
	2		984		357		227		275		389		0		0		
	3		984		356		227		240		383		0		0		
	4		985		357		227		275		395		0		0		
	5		983		363		224		278		532		0		0		
	6		983		363		223		271		574		0		0		
	7		983		362		224		299		801		0		0		
	8		984		363		223		307		805		995		0		
	9		985		363		223		235		968		3135		0		
	10		986		363		223		243		1232		4397		30		
	11		985		354		223		253		1393		5099		104		
	12		984		350		224		259		1478		5689		69		
	13		987		359		224		251		1698		6254		119		
	14		988		359		224		289		2826		5530		119		
	15		988		361		224		282		2619		4006		0		
	16		988		362		224		318		2214		2630		0		
	17		989		363		224		316		2204		727		0		
	18		991		368		224		377		2810		0		0		
	19		992		369		224		423		3340		0		0		
	20		992		369		228		378		3439		0		0		
	21		993		368		230		319		3401		0		0		
	22		993		369		230		314		3592		0		0		
	23		994		369		230		306		3182		0		0		
	24		995		368		230		301		3790		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2238		2257		6379		7519		1577						
	2		2232		2256		5955		7231		1528						
	3		1206		2257		6455		7304		1506						
	4		2239		2257		5304		7077		1564						
	5		2380		2257		5243		7090		1551						
	6		2414		2258		5216		7345		1691						
	7		2669		2259		5401		7636		1760						
	8		3677		2259		5529		6983		1682						
	9		5909		2259		4793		6103		1561						
	10		7474		2259		3997		5355		1555						
	11		8411		2258		3431		4734		1525						
	12		9053		2257		3224		4062		1492						
	13		9892		2256		2996		3557		1426						
	14		10335		2255		3112		3211		1444						
	15		8480		2256		4027		4508		1480						
	16		6736		2255		4792		6008		1558						
	17		4823		2254		6031		7296		1827						
	18		4770		2256		6595		8885		2129						
	19		5348		2258		6546		8609		2311						
	20		5406		2258		6549		8643		1981						
	21		5311		2258		6749		8224		1820						
	22		5498		2258		6517		7528		1762						
	23		5081		2257		5891		7300		1716						
	24		5684		2257		5043		6313		1640						
