04/16/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		903		212		168		493		726		0		0		
	2		902		211		169		504		759		0		0		
	3		902		213		169		493		730		0		0		
	4		904		213		169		493		640		0		0		
	5		904		214		169		510		477		0		0		
	6		905		214		169		522		377		0		0		
	7		906		213		169		518		326		233		0		
	8		904		213		168		516		324		2729		52		
	9		903		211		168		486		216		6039		164		
	10		900		212		168		430		202		7654		188		
	11		900		210		168		428		230		7844		265		
	12		914		207		167		435		261		7768		251		
	13		926		208		167		435		443		8159		330		
	14		924		209		167		434		827		8112		253		
	15		921		199		167		433		1251		7336		342		
	16		917		180		167		434		1514		6457		346		
	17		918		181		167		446		1715		4723		323		
	18		921		177		167		495		1774		3698		250		
	19		921		182		162		522		1765		1112		61		
	20		922		180		162		557		2073		2		0		
	21		925		182		161		557		2025		0		0		
	22		926		181		158		522		1986		0		0		
	23		926		182		157		516		1927		0		0		
	24		926		180		157		504		1996		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2502		2284		4163		7680		3715						
	2		2545		2283		3361		7885		3742						
	3		2507		2283		3150		7692		3742						
	4		2419		2284		2992		7687		3752						
	5		2274		2283		3093		7655		3642						
	6		2187		2282		3057		8184		3562						
	7		2365		2281		2943		8423		3729						
	8		4906		2281		2877		6530		3231						
	9		8187		2281		2264		4407		3230						
	10		9754		2283		2067		3536		3155						
	11		10045		2283		1990		3457		3098						
	12		10003		2280		1959		3729		2925						
	13		10668		2279		1979		3444		2841						
	14		10926		2279		1950		3410		2837						
	15		10649		2280		1845		3944		2877						
	16		10015		2281		1923		4838		2915						
	17		8473		2281		2758		5439		3269						
	18		7483		2283		3438		5881		3536						
	19		4726		2282		3629		8076		4219						
	20		3896		2279		5370		8160		4561						
	21		3850		2281		5755		8476		4579						
	22		3773		2282		4754		9053		4237						
	23		3708		2282		4293		8424		3761						
	24		3763		2283		3612		7557		3637						
