03/10/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		875		233		201		148		345		0		0		
	2		877		224		201		149		397		0		0		
	3		878		223		202		150		545		0		0		
	4		873		224		202		150		628		0		0		
	5		883		230		202		149		921		0		0		
	6		892		240		201		150		984		0		0		
	7		891		246		200		152		963		0		0		
	8		884		246		197		154		1395		166		0		
	9		869		247		196		155		1762		1256		0		
	10		832		223		195		149		1877		2547		0		
	11		839		222		196		148		2030		3307		0		
	12		862		222		196		146		2299		3744		0		
	13		899		239		194		143		1934		4137		0		
	14		895		239		200		146		1704		3791		0		
	15		891		238		199		148		1884		3044		0		
	16		874		239		199		149		1795		2047		0		
	17		874		254		200		151		1763		1397		0		
	18		884		255		200		150		1191		768		0		
	19		893		254		200		152		1046		74		0		
	20		888		256		200		197		616		0		0		
	21		893		255		199		164		389		0		0		
	22		897		255		199		159		477		0		0		
	23		882		240		199		150		583		0		0		
	24		878		233		199		148		518		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1802		2249		9387		6153		1677						
	2		1848		2248		9099		5801		1393						
	3		1998		2247		8847		5634		1268						
	4		2077		2246		8823		5502		1230						
	5		2385		2246		9024		5495		1249						
	6		2467		2245		9702		5964		1318						
	7		2452		2246		10945		6813		1672						
	8		3042		2247		12087		6597		1854						
	9		4485		2249		11728		5907		1496						
	10		5823		2249		11186		5111		1073						
	11		6742		2250		9908		5230		607						
	12		7469		2252		8963		4767		583						
	13		7546		2252		9243		4860		265						
	14		6975		2250		9720		5001		258						
	15		6404		2249		9427		5421		507						
	16		5303		2247		9702		6187		748						
	17		4639		2246		9754		6676		991						
	18		3448		2246		10852		7271		1312						
	19		2619		2246		11026		8381		1883						
	20		2157		2246		11986		8586		2397						
	21		1900		2247		12243		8068		2491						
	22		1987		2248		11590		7792		2261						
	23		2054		2250		10736		7600		1434						
	24		1976		2250		9483		7506		1224						
