06/19/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		930		322		230		199		3001		0		0		
	2		928		321		230		196		2994		0		0		
	3		924		323		230		191		2863		0		0		
	4		890		324		231		157		2591		0		0		
	5		863		326		231		164		2527		0		0		
	6		860		332		230		167		2277		0		0		
	7		859		338		231		198		1997		1483		0		
	8		856		327		231		144		1768		5420		10		
	9		852		327		230		138		1328		8664		0		
	10		851		326		230		138		1187		10303		0		
	11		849		326		229		138		993		11096		19		
	12		847		324		229		141		934		11532		25		
	13		847		324		230		182		1190		11602		42		
	14		886		302		231		185		1489		11460		151		
	15		895		290		230		185		2201		11121		232		
	16		904		320		230		191		2817		10595		259		
	17		906		322		230		223		3148		10101		249		
	18		910		323		231		224		3287		8785		251		
	19		912		340		232		244		3481		5431		164		
	20		914		351		232		252		3497		1275		22		
	21		923		359		232		247		3685		25		0		
	22		928		361		232		220		3961		0		0		
	23		931		345		231		209		4017		0		0		
	24		934		336		231		195		4221		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4649		2270		12064		8468		1211						
	2		4632		2271		10583		8281		957						
	3		4515		2270		9541		8316		952						
	4		4163		2271		8593		8664		929						
	5		4080		2271		7827		9027		983						
	6		3860		2271		7650		9299		987						
	7		4968		2272		8316		8142		538						
	8		8572		2271		7394		6614		362						
	9		11438		2268		7057		5072		139						
	10		12983		2267		6656		4184		355						
	11		13623		2264		7185		3644		448						
	12		14015		2262		8214		3278		461						
	13		14397		2262		9074		2754		817						
	14		14685		2263		9992		2977		888						
	15		15138		2264		10869		3165		1118						
	16		15322		2266		11792		3278		1538						
	17		15203		2268		12122		3725		1974						
	18		14107		2272		13178		4144		2582						
	19		11023		2270		15037		5256		3113						
	20		6706		2270		17147		6296		3386						
	21		5453		2270		17286		7036		2656						
	22		5666		2271		15656		7097		2580						
	23		5689		2268		13734		7624		1718						
	24		5867		2268		12080		7133		1405						
