03/20/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		992		254		219		160		3585		0		0		
	2		994		256		220		159		4124		0		0		
	3		994		257		220		158		4723		0		0		
	4		994		257		220		166		4749		0		0		
	5		995		261		221		166		4164		0		0		
	6		993		259		220		166		3676		0		0		
	7		995		254		219		164		4614		0		0		
	8		996		246		220		161		4743		1347		0		
	9		994		247		219		162		4799		5764		0		
	10		992		247		217		152		4723		8871		85		
	11		993		256		217		113		4620		9192		152		
	12		983		261		216		116		4451		8337		89		
	13		992		262		218		118		4500		7362		84		
	14		991		264		219		117		4471		6849		85		
	15		985		264		219		117		4469		6483		78		
	16		979		262		220		117		4391		6850		75		
	17		978		263		220		119		4366		6755		78		
	18		981		259		221		169		4141		6038		67		
	19		988		260		220		187		4503		1577		9		
	20		985		264		220		225		4252		0		0		
	21		988		268		220		226		4205		0		0		
	22		993		268		220		217		4384		0		0		
	23		993		267		220		181		4562		0		0		
	24		993		270		220		170		4462		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5182		1146		7084		7773		396						
	2		5691		1147		6308		7605		137						
	3		6310		1146		5517		7261		153						
	4		6341		1146		5291		7185		158						
	5		5823		1146		5617		7420		226						
	6		5238		1147		5708		7715		577						
	7		6181		1146		4686		7872		1135						
	8		7564		1146		5460		5987		1398						
	9		11994		1146		3919		3504		787						
	10		15179		1146		3199		1133		233						
	11		15557		1147		2744		989		-127						
	12		14517		1147		2348		966		-84						
	13		13582		1147		2292		758		10						
	14		13007		1147		2287		640		12						
	15		12645		1147		2290		786		54						
	16		12868		1147		2575		720		97						
	17		12785		1147		3493		1017		139						
	18		11989		1148		4282		2465		407						
	19		7953		1148		5208		5909		1447						
	20		5934		1147		7316		7006		2394						
	21		5868		1147		8303		6502		2241						
	22		6020		1147		7720		6640		2009						
	23		6186		1147		7081		6469		1568						
	24		6076		1147		6752		6133		1211						
