07/02/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1022		222		179		479		2916		0		0		
	2		1020		219		181		479		2773		0		0		
	3		1020		222		180		477		2507		0		0		
	4		1018		222		181		476		2364		0		0		
	5		1019		221		180		475		2071		0		0		
	6		1020		221		179		478		1793		0		0		
	7		1020		226		178		485		1496		1216		28		
	8		1017		227		178		448		1162		4591		228		
	9		1015		226		178		434		900		7113		412		
	10		1013		228		178		435		869		8196		468		
	11		1011		227		176		450		900		8784		495		
	12		1009		226		176		453		965		9109		508		
	13		1009		226		176		453		1115		9110		515		
	14		1009		225		176		488		1260		9026		514		
	15		1008		226		175		517		1505		8909		505		
	16		1009		224		175		565		1954		8361		498		
	17		1011		227		177		571		2052		7509		461		
	18		1013		227		176		569		2170		6119		412		
	19		1014		227		179		585		2326		3718		295		
	20		1013		226		179		621		2313		894		62		
	21		1014		230		178		584		2343		0		0		
	22		1018		234		177		573		2378		0		0		
	23		1019		237		176		527		2447		0		0		
	24		1022		238		178		476		2476		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4578		2280		5331		8213		4113						
	2		4672		2280		4401		7756		4091						
	3		4406		2280		3348		8301		4056						
	4		4260		2279		2658		8478		4114						
	5		3966		2277		2621		8651		4119						
	6		3691		2277		2564		8975		4156						
	7		4649		2278		1893		8537		4083						
	8		7850		2278		1707		6360		3617						
	9		10278		2279		1562		4935		3564						
	10		11387		2279		1551		4386		3652						
	11		12042		2279		1735		3963		3900						
	12		12446		2278		1929		4232		3898						
	13		12605		2277		1806		4830		4232						
	14		12698		2275		1993		5578		4309						
	15		12846		2274		2710		5577		4333						
	16		12786		2274		3505		6175		4435						
	17		12008		2274		4878		6929		4535						
	18		10687		2275		6417		7617		4829						
	19		8344		2275		8171		8477		5139						
	20		5309		2276		9328		9498		5551						
	21		4349		2276		9423		9966		5515						
	22		4380		2277		8750		9972		5272						
	23		4406		2276		7625		9288		4926						
	24		4390		2276		5988		8776		4591						
