08/14/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		959		335		234		437		1361		0		0		
	2		961		334		234		400		1332		0		0		
	3		961		347		234		400		1396		0		0		
	4		960		346		235		395		1291		0		0		
	5		960		338		234		395		1188		0		0		
	6		961		345		233		462		1201		0		0		
	7		960		339		233		470		1031		475		0		
	8		956		339		229		457		704		4191		163		
	9		951		333		226		418		426		8100		396		
	10		949		319		225		414		499		9507		492		
	11		947		311		225		426		510		10106		517		
	12		946		299		225		429		244		10341		514		
	13		943		316		227		477		174		10414		532		
	14		940		344		230		484		218		10409		536		
	15		938		346		228		485		262		10289		535		
	16		937		347		230		494		367		9916		519		
	17		940		349		233		534		589		9208		496		
	18		941		345		233		573		1123		7524		438		
	19		942		344		233		574		1592		3570		249		
	20		944		343		231		577		1967		332		1		
	21		946		333		227		567		2437		0		0		
	22		948		334		227		513		2738		0		0		
	23		950		335		227		485		2828		0		0		
	24		951		333		230		450		2570		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3326		2264		10492		7360		3433						
	2		3261		2264		9640		6982		3158						
	3		2377		2263		9717		6843		2943						
	4		3227		2258		8363		6842		2935						
	5		3115		2255		8405		6967		2966						
	6		3202		2257		8585		7618		3166						
	7		3508		2259		8707		8620		3394						
	8		7039		2262		7844		7514		3008						
	9		10850		2263		6751		5863		2803						
	10		12405		2266		6680		5295		2807						
	11		13042		2266		7620		5105		2827						
	12		12998		2260		9414		4798		3169						
	13		13083		2258		11274		4561		3505						
	14		13161		2258		12843		5102		3834						
	15		13083		2258		14419		5944		3844						
	16		12810		2255		16089		6425		4128						
	17		12349		2256		17351		6712		4527						
	18		11177		2258		18432		7561		4482						
	19		7504		2259		19928		8792		4891						
	20		4395		2261		21215		9141		4943						
	21		4510		2262		19898		9251		4722						
	22		4760		2263		16984		9463		4485						
	23		4825		2265		14364		8423		4106						
	24		4534		2268		12122		7796		3770						
