01/15/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		692		287		222		150		3077		0		0		
	2		692		290		221		144		2759		0		0		
	3		692		292		222		140		2562		0		0		
	4		692		294		221		138		2313		0		0		
	5		693		294		222		141		1820		0		0		
	6		693		299		222		211		1232		0		0		
	7		692		304		220		232		721		0		0		
	8		691		309		217		274		387		1176		0		
	9		688		307		213		234		198		5289		95		
	10		676		290		211		224		101		7070		196		
	11		672		282		212		218		70		7304		203		
	12		669		292		212		212		101		7038		211		
	13		670		315		203		211		135		6465		197		
	14		671		316		203		194		152		6950		112		
	15		672		321		213		188		130		6786		135		
	16		676		325		216		215		89		4826		25		
	17		687		336		217		241		90		1095		0		
	18		688		335		217		321		132		6		0		
	19		687		332		217		292		154		6		0		
	20		687		333		221		288		218		6		0		
	21		686		331		220		250		305		6		0		
	22		687		324		220		213		300		6		0		
	23		686		308		219		203		363		5		0		
	24		684		306		219		181		565		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4428		2277		8105		5445		1001						
	2		4106		2278		7922		5368		898						
	3		3908		2279		8008		5195		860						
	4		3658		2278		8224		5179		936						
	5		3170		2279		8792		5679		1106						
	6		2657		2279		9489		6537		1835						
	7		2169		2277		11620		6847		2704						
	8		3054		2276		11469		7232		3038						
	9		7024		2278		9752		5247		2015						
	10		8768		2278		8926		3673		1215						
	11		8961		2277		8478		2799		1142						
	12		8735		2277		8229		2466		1141						
	13		8196		2278		8256		2666		1089						
	14		8598		2278		8319		2141		1245						
	15		8445		2276		8183		2913		1209						
	16		6372		2276		9808		4101		1404						
	17		2666		2277		11312		6422		2723						
	18		1699		2275		12817		7735		3379						
	19		1688		2274		12780		8291		3508						
	20		1753		2273		12086		8393		3655						
	21		1798		2274		11824		8294		3322						
	22		1750		2274		11384		8077		2771						
	23		1784		2274		10565		7683		2131						
	24		1955		2275		9886		7221		1358						
