07/12/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		966		236		178		422		3796		0		0		
	2		968		234		178		422		3737		0		0		
	3		969		244		178		412		3637		0		0		
	4		968		259		178		411		3295		0		0		
	5		967		258		178		413		3183		0		0		
	6		966		259		178		421		2986		0		0		
	7		966		262		178		475		2626		826		19		
	8		964		262		168		486		2350		3769		188		
	9		963		262		168		494		2078		6403		397		
	10		960		264		163		484		1767		7572		497		
	11		950		262		157		511		1476		8206		551		
	12		920		261		161		517		1375		8582		599		
	13		919		261		165		515		1540		8732		533		
	14		918		262		165		517		1746		8619		277		
	15		917		261		166		583		2112		8591		267		
	16		918		261		166		592		2696		8199		424		
	17		918		264		166		622		3175		7608		554		
	18		919		261		166		630		3304		6350		559		
	19		932		264		166		642		3269		3805		418		
	20		956		262		166		655		3357		880		160		
	21		959		252		165		663		3481		7		99		
	22		963		252		166		614		3597		0		0		
	23		962		253		166		542		3437		0		0		
	24		964		258		165		505		3259		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5261		2267		8005		8213		4037						
	2		5538		2268		6405		7782		4077						
	3		5440		2268		5718		7588		4012						
	4		5111		2267		5374		7803		3995						
	5		5000		2268		5391		7900		4086						
	6		4811		2268		5965		8516		4135						
	7		5352		2267		6842		8601		4057						
	8		8187		2265		6579		7905		4041						
	9		10765		2264		6469		6830		3968						
	10		11707		2264		6772		6780		4051						
	11		12112		2265		7501		6791		4320						
	12		12415		2267		8333		6857		4386						
	13		12665		2266		9275		6892		4451						
	14		12504		2265		10964		6719		4484						
	15		12897		2265		11826		6385		4738						
	16		13257		2261		13620		5649		4786						
	17		13307		2261		13860		6106		5013						
	18		12189		2264		14383		6898		5178						
	19		9496		2267		15645		7543		5675						
	20		6436		2267		16483		8502		5720						
	21		5626		2267		15711		9256		5419						
	22		5592		2270		14265		8982		5303						
	23		5360		2270		11749		8687		5116						
	24		5151		2268		10103		7677		4706						
