11/15/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		977		271		206		156		579		0		0		
	2		977		272		207		114		654		0		0		
	3		978		274		206		114		636		0		0		
	4		977		275		203		116		614		0		0		
	5		977		275		201		115		632		0		0		
	6		976		277		211		150		647		0		0		
	7		977		280		219		160		613		294		0		
	8		977		282		220		200		498		2995		76		
	9		976		280		218		141		452		6074		312		
	10		974		279		217		123		528		7021		380		
	11		972		271		216		121		530		7324		374		
	12		969		272		217		118		509		7342		338		
	13		967		290		216		149		423		7259		281		
	14		967		292		216		155		346		7095		292		
	15		967		296		215		155		300		6043		194		
	16		969		298		215		217		211		2754		160		
	17		971		300		218		242		195		321		0		
	18		974		298		220		241		203		29		0		
	19		975		299		218		249		151		0		0		
	20		975		298		219		268		176		0		0		
	21		975		298		220		208		209		0		0		
	22		974		297		221		202		240		0		0		
	23		976		294		221		160		200		0		0		
	24		976		293		220		147		159		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2189		2213		9290		6185		1806						
	2		2224		2213		9002		5938		1786						
	3		1230		2215		9993		5615		1644						
	4		2185		2215		9255		5304		1638						
	5		2200		2215		9594		5215		1771						
	6		2261		2216		10943		5088		1898						
	7		2543		2217		11258		6220		2216						
	8		5248		2217		11018		4936		2002						
	9		8453		2216		9104		4186		1563						
	10		9522		2216		8451		3668		1489						
	11		9808		2216		8115		3439		1482						
	12		9765		2216		8000		3481		1523						
	13		9585		2219		8136		3683		1520						
	14		9363		2218		8602		3961		1488						
	15		8170		2218		9615		4387		1550						
	16		4824		2219		11537		5506		2027						
	17		2247		2217		12727		7284		2593						
	18		1965		2217		13753		7758		3129						
	19		1892		2215		13880		7353		3204						
	20		1936		2216		13493		7560		2937						
	21		1910		2217		12567		8003		2667						
	22		1934		2216		12034		7534		2307						
	23		1851		2216		11453		6888		2033						
	24		1795		2217		10886		6368		1861						
