05/01/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		928		309		220		323		4384		0		0		
	2		929		306		221		327		4413		0		0		
	3		931		308		221		323		4179		0		0		
	4		931		308		222		323		4082		0		0		
	5		922		311		222		327		3902		0		0		
	6		873		314		221		324		3682		0		0		
	7		851		306		221		316		3689		994		20		
	8		810		309		220		317		3354		5132		173		
	9		835		310		219		316		3131		8067		229		
	10		840		302		220		315		2900		8851		246		
	11		839		287		220		312		1977		7995		303		
	12		816		270		219		312		1158		7910		373		
	13		810		267		220		302		1627		8074		373		
	14		800		265		220		299		2044		8066		373		
	15		808		279		219		298		2373		8536		368		
	16		810		293		216		318		4175		9243		364		
	17		841		306		218		322		4595		9065		356		
	18		845		305		219		321		4516		7605		323		
	19		876		306		219		324		4375		3450		180		
	20		877		310		219		325		4408		273		0		
	21		896		307		216		324		4593		0		0		
	22		902		306		214		324		4432		0		0		
	23		905		305		214		318		4536		0		0		
	24		908		309		215		318		4808		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6164		2274		4090		7158		2228						
	2		6196		2275		3061		7293		2143						
	3		5962		2274		2559		7571		2118						
	4		5866		2275		2231		7614		2158						
	5		5684		2276		2411		7500		2359						
	6		5414		2277		2712		8081		2508						
	7		6397		2277		2938		7545		2481						
	8		10315		2276		3102		4353		2000						
	9		13107		2275		3064		2004		1656						
	10		13674		2275		3178		1076		1530						
	11		11933		2276		3388		1940		1575						
	12		11058		2275		3496		2030		1509						
	13		11673		2275		3076		2138		1408						
	14		12067		2275		3645		1670		1408						
	15		12881		2275		3645		1356		1632						
	16		15419		2276		2737		11		1856						
	17		15703		2276		3030		328		2022						
	18		14134		2276		4106		2618		2094						
	19		9730		2276		4900		6210		3128						
	20		6412		2277		5736		8070		3948						
	21		6336		2277		5782		8352		4024						
	22		6178		2276		5556		8238		3546						
	23		6278		2276		4998		7924		2964						
	24		6558		2276		4503		7073		2483						
