01/16/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		937		187		194		289		525		0		0		
	2		937		191		192		291		501		0		0		
	3		938		183		181		298		390		0		0		
	4		938		184		181		299		364		0		0		
	5		938		184		179		288		390		0		0		
	6		938		185		180		304		423		0		0		
	7		938		190		182		362		454		0		0		
	8		939		206		181		369		392		782		0		
	9		938		216		181		353		377		2965		0		
	10		938		218		182		350		409		4582		24		
	11		936		221		179		298		418		5186		299		
	12		936		223		182		298		408		5497		388		
	13		936		227		185		266		364		5936		388		
	14		936		227		184		271		392		5941		387		
	15		936		207		183		261		296		5799		364		
	16		935		199		183		340		229		4174		280		
	17		936		211		183		369		191		1037		45		
	18		937		226		182		416		194		0		0		
	19		938		225		179		415		203		0		0		
	20		938		225		162		413		192		0		0		
	21		938		221		162		410		189		0		0		
	22		938		211		162		371		203		0		0		
	23		939		204		161		337		206		0		0		
	24		939		199		162		316		172		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2132		2265		6827		7282		3542						
	2		2113		2265		6269		7106		3558						
	3		1991		2265		6431		6757		3502						
	4		1966		2265		6463		6838		3439						
	5		1979		2265		6890		6918		3472						
	6		2031		2265		7486		7442		3542						
	7		2127		2264		8769		7658		3806						
	8		2868		2264		8972		7895		3772						
	9		5032		2266		8386		7010		3634						
	10		6703		2265		7959		5780		3607						
	11		7537		2264		7062		5530		3509						
	12		7933		2265		7131		4698		3332						
	13		8303		2265		6913		3968		3436						
	14		8338		2263		6995		3794		3171						
	15		8045		2264		7074		4250		3282						
	16		6341		2263		7919		5380		3430						
	17		2973		2263		9488		7896		3722						
	18		1956		2263		12075		8590		4286						
	19		1960		2263		12661		8914		4311						
	20		1931		2263		12338		9006		4215						
	21		1921		2263		11568		9066		4151						
	22		1884		2263		10387		9085		3913						
	23		1846		2264		9363		8231		3719						
	24		1788		2265		8489		7497		3615						
