10/12/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		775		260		179		106		3938		0		0		
	2		775		259		180		106		3947		0		0		
	3		775		260		182		106		3966		0		0		
	4		775		259		181		105		4010		0		0		
	5		777		259		174		105		3929		0		0		
	6		778		259		166		107		4097		0		0		
	7		778		264		161		110		3637		0		0		
	8		758		268		165		127		3745		1799		0		
	9		760		268		164		105		4057		7495		0		
	10		762		272		163		65		4160		9918		0		
	11		764		273		164		62		4082		8804		0		
	12		760		264		163		63		3068		8972		0		
	13		759		266		158		63		2543		9026		0		
	14		754		270		164		63		2673		8651		138		
	15		727		267		172		63		2751		8972		273		
	16		725		273		171		63		2592		8676		299		
	17		777		276		170		104		2527		7152		228		
	18		787		271		173		169		2620		3104		64		
	19		791		273		183		196		2761		91		0		
	20		791		272		187		196		2673		0		0		
	21		791		274		186		196		2205		0		0		
	22		790		276		186		193		2187		0		0		
	23		793		273		185		148		2284		0		0		
	24		795		275		186		120		1878		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5212		2270		7164		5500		1071						
	2		5222		2271		7015		4992		1036						
	3		5248		2271		6870		4683		1027						
	4		5287		2271		6644		4717		1047						
	5		5196		2270		7138		4650		1043						
	6		5386		2271		7741		5011		1158						
	7		4906		2271		8724		6173		1373						
	8		6642		2271		8618		5364		1722						
	9		12579		2271		5872		2235		1257						
	10		15348		2273		4476		1019		579						
	11		14209		2272		4214		1552		405						
	12		13317		2272		4402		1694		245						
	13		12832		2272		4306		1810		210						
	14		12703		2273		4361		1813		178						
	15		13199		2273		4465		1520		204						
	16		12846		2273		5385		1648		343						
	17		11340		2272		7171		2597		458						
	18		7464		2272		10007		4535		1211						
	19		4325		2272		12730		5387		2115						
	20		4084		2270		12542		6020		2251						
	21		3645		2271		12404		5864		2230						
	22		3570		2272		11991		5829		1735						
	23		3617		2274		10837		5594		1455						
	24		3211		2273		10091		5457		1289						
