09/08/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		1182		381		156		298		1135		0		0		
	2		1182		380		156		308		911		0		0		
	3		1183		385		157		290		866		0		0		
	4		1185		386		156		291		845		0		0		
	5		1185		386		156		293		766		0		0		
	6		1185		389		156		305		778		0		0		
	7		1184		396		154		372		720		44		0		
	8		1183		398		151		380		631		1659		0		
	9		1174		398		154		371		627		4838		122		
	10		1164		400		156		376		472		7267		165		
	11		1158		402		160		368		453		7825		107		
	12		1153		406		164		361		484		8151		149		
	13		1155		409		168		380		580		8107		168		
	14		1154		400		157		381		646		7855		236		
	15		1157		400		157		387		768		6607		148		
	16		1163		403		157		425		1337		5666		171		
	17		1167		403		157		472		1560		4645		129		
	18		1170		400		156		534		1451		3202		116		
	19		1176		399		155		538		1332		867		41		
	20		1179		393		154		539		1184		73		0		
	21		1183		390		155		489		1147		0		0		
	22		1182		388		155		450		1281		0		0		
	23		1184		372		148		402		1307		0		0		
	24		1187		370		150		361		1350		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3150		2251		9053		8981		2858						
	2		2937		2248		8554		8604		2920						
	3		2880		2251		7961		8428		2759						
	4		2863		2253		7832		8393		2505						
	5		2786		2249		8017		8318		2780						
	6		2814		2249		8771		8530		2810						
	7		2870		2253		9259		9521		3155						
	8		4402		2256		9516		8911		3063						
	9		7686		2254		8400		7660		2838						
	10		10003		2253		7760		7018		2639						
	11		10476		2192		8063		7138		2713						
	12		10870		2122		8201		7526		2719						
	13		10973		2116		8705		7657		2858						
	14		10829		2117		9923		7604		3239						
	15		9624		2118		11073		8670		3458						
	16		9323		2131		11675		9154		3688						
	17		8533		2225		12785		9428		3916						
	18		7030		2250		13163		9799		4391						
	19		4508		2249		13714		10451		4636						
	20		3522		2251		13735		11107		4545						
	21		3364		2250		13428		11293		4084						
	22		3456		2251		12609		10437		3780						
	23		3413		2251		11338		9776		3338						
	24		3420		2252		9428		9283		3264						
