05/05/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		843		313		195		190		2758		0		0		
	2		843		315		191		188		2953		0		0		
	3		845		314		189		188		2836		0		0		
	4		843		317		189		189		2574		0		0		
	5		844		319		189		195		2469		0		0		
	6		834		314		189		196		2214		0		0		
	7		827		310		189		196		1783		1466		7		
	8		815		313		189		197		1061		6725		150		
	9		818		314		187		190		617		10456		296		
	10		848		307		185		150		478		11546		353		
	11		850		299		185		149		691		12048		374		
	12		842		295		184		150		772		12342		309		
	13		826		294		184		153		829		12092		377		
	14		865		295		187		190		822		11907		378		
	15		870		308		188		191		868		11678		375		
	16		871		321		182		192		932		11746		369		
	17		873		325		182		194		936		11177		344		
	18		872		324		182		202		1046		9151		282		
	19		873		327		183		250		1286		4211		144		
	20		878		328		189		251		1765		400		0		
	21		879		327		190		256		2295		0		0		
	22		880		331		190		246		2516		0		0		
	23		879		329		189		209		2881		0		0		
	24		882		327		187		204		3044		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4257		2275		8563		6510		1515						
	2		4444		2276		8219		5997		1182						
	3		4352		2278		7706		5977		1152						
	4		4085		2279		7456		6043		1178						
	5		3980		2278		7706		6029		1306						
	6		3735		2279		8139		6462		1697						
	7		4619		2279		8440		6324		1651						
	8		9191		2278		7131		4474		1101						
	9		12792		2278		5659		2806		990						
	10		13831		2277		5237		2246		691						
	11		14570		2277		5284		1484		624						
	12		14892		2277		5017		1214		925						
	13		14769		2276		4979		2255		933						
	14		14640		2275		5422		2539		1155						
	15		14497		2274		6113		2747		1549						
	16		14609		2276		8035		1795		1764						
	17		14091		2277		9028		2620		1619						
	18		12214		2277		10333		3924		2125						
	19		7549		2275		13643		5372		2559						
	20		3866		2276		15535		6480		2972						
	21		3921		2277		14480		7089		2890						
	22		4151		2278		12256		7862		2583						
	23		4459		2278		10363		7279		2524						
	24		4648		2279		8657		7105		2104						
