06/20/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		837		324		189		324		4124		0		0		
	2		839		329		192		326		3891		0		0		
	3		840		337		194		327		3819		0		0		
	4		842		338		196		327		3614		0		0		
	5		844		341		196		328		3414		0		0		
	6		844		355		196		329		3199		0		0		
	7		844		367		196		325		2889		1927		41		
	8		840		369		196		293		2546		6219		181		
	9		832		368		194		287		2359		8970		342		
	10		824		342		194		292		1853		10101		371		
	11		820		332		195		285		1437		10651		370		
	12		816		332		195		287		1203		10988		376		
	13		812		335		195		284		1286		11093		373		
	14		807		332		195		282		1131		11084		360		
	15		804		330		196		326		1398		10934		271		
	16		805		340		196		334		2088		10549		330		
	17		809		359		194		331		2734		9849		354		
	18		847		370		194		331		3421		8481		302		
	19		852		372		198		343		3884		5307		208		
	20		857		372		200		382		4095		1250		39		
	21		862		372		200		381		4346		0		0		
	22		863		372		201		339		4432		0		0		
	23		863		356		201		318		4336		0		0		
	24		865		343		201		318		4256		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5798		2264		5063		9283		1954						
	2		5577		2263		4181		9277		1725						
	3		5517		2262		3395		9337		1676						
	4		5317		2263		2997		9333		1673						
	5		5123		2262		2965		9179		1838						
	6		4923		2264		3027		9191		2110						
	7		6589		2265		3098		7934		1735						
	8		10644		2265		2475		5518		1201						
	9		13352		2264		2761		3536		908						
	10		13977		2262		2741		3280		999						
	11		14090		2261		2749		3531		948						
	12		14197		2261		2848		3605		782						
	13		14378		2262		3014		3224		790						
	14		14191		2262		2964		3078		1303						
	15		14259		2263		3058		3546		1497						
	16		14642		2263		3458		3615		1906						
	17		14630		2264		4103		4353		2155						
	18		13946		2264		5356		5059		2553						
	19		11164		2261		7151		6267		3316						
	20		7195		2258		9033		7628		3950						
	21		6161		2260		9133		8431		3691						
	22		6207		2261		8021		9012		3307						
	23		6074		2262		6850		9244		2563						
	24		5983		2263		5705		9071		2039						
