06/27/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		990		355		241		309		4463		0		0		
	2		993		354		241		308		4181		0		0		
	3		993		356		241		303		3915		0		0		
	4		995		355		241		270		3980		0		0		
	5		995		361		240		268		3915		0		0		
	6		995		369		240		301		3688		0		0		
	7		977		384		236		310		3261		1471		60		
	8		967		385		225		303		3058		5330		298		
	9		963		385		220		301		2821		7941		519		
	10		959		380		222		306		2405		8988		587		
	11		902		375		222		301		2386		9602		612		
	12		837		375		211		303		2455		9950		624		
	13		817		376		206		302		2668		10017		620		
	14		829		379		207		302		2978		10000		612		
	15		867		378		206		302		3318		9852		608		
	16		942		382		206		304		3651		9462		603		
	17		954		390		206		337		4001		8783		592		
	18		957		384		212		443		4279		7545		558		
	19		975		380		220		509		4334		4772		403		
	20		987		379		223		541		4105		1205		95		
	21		990		366		223		540		3852		0		0		
	22		994		360		223		506		3866		0		0		
	23		997		343		222		425		3838		0		0		
	24		1000		334		222		349		3902		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6358		2265		5044		9259		2229						
	2		6077		2265		4048		9274		2138						
	3		4815		2265		4530		9186		2036						
	4		5841		2264		3463		8783		2033						
	5		5779		2265		3617		8827		2062						
	6		5593		2265		4534		8940		2209						
	7		6699		2266		4571		8912		2252						
	8		10566		2268		4243		6649		2159						
	9		13150		2267		4057		5069		2075						
	10		13847		2267		4193		4765		2066						
	11		14400		2267		4442		4603		2076						
	12		14755		2265		4836		4392		2137						
	13		15006		2264		5607		3984		2133						
	14		15307		2265		6206		4138		2141						
	15		15531		2264		7185		4114		2153						
	16		15550		2264		7963		4519		2163						
	17		15263		2266		8528		4953		2532						
	18		14378		2266		9000		5649		3014						
	19		11593		2267		10421		6663		3610						
	20		7535		2266		12300		7839		4049						
	21		5971		2266		12343		8723		4021						
	22		5949		2266		10930		9175		3683						
	23		5825		2269		9207		9413		2643						
	24		5807		2270		6922		9125		2479						
