08/14/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		883		298		214		162		4876		0		0		
	2		875		300		215		153		4502		0		0		
	3		866		300		215		153		4290		0		0		
	4		852		298		214		148		3745		0		0		
	5		919		299		214		112		3595		0		0		
	6		924		299		215		128		3279		0		0		
	7		923		307		215		171		2305		203		0		
	8		920		310		215		162		1687		2747		0		
	9		900		311		214		107		1114		5503		0		
	10		902		312		198		99		716		8405		0		
	11		902		309		193		146		679		9580		0		
	12		898		307		193		158		655		9954		0		
	13		895		310		193		167		735		9694		0		
	14		893		313		193		170		879		9540		0		
	15		890		312		192		186		1259		8894		0		
	16		887		312		192		190		2001		8707		0		
	17		886		313		190		242		2785		8297		0		
	18		887		312		192		258		3252		5585		0		
	19		890		310		194		293		3497		2352		0		
	20		894		312		194		293		3722		243		0		
	21		898		312		194		260		3923		0		0		
	22		897		313		194		239		4080		0		0		
	23		888		304		194		191		3942		0		0		
	24		870		286		194		170		3827		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6396		2262		12273		5907		1542						
	2		6021		2263		11681		5531		1170						
	3		5816		2264		10307		6103		967						
	4		5243		2266		10337		5789		1053						
	5		5095		2264		9818		6193		983						
	6		4838		2260		9811		6923		823						
	7		4117		2259		9803		8471		746						
	8		5920		2259		9645		7694		434						
	9		8033		2260		9195		6799		373						
	10		10528		2263		8538		5715		330						
	11		11755		2264		8583		5227		349						
	12		12195		2264		9662		5021		485						
	13		11980		2264		11299		5321		541						
	14		12003		2266		13132		5148		854						
	15		11706		2264		14180		4965		1490						
	16		12302		2261		15444		3889		1822						
	17		12690		2260		15582		4039		2354						
	18		10656		2259		16527		4797		2820						
	19		7679		2258		18243		5534		3177						
	20		5700		2259		18347		6549		3134						
	21		5550		2259		17555		6816		2940						
	22		5689		2257		15940		7152		2562						
	23		5499		2259		15063		7007		1630						
	24		5324		2262		14056		6577		1113						
