10/02/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		949		313		157		236		3435		0		0		
	2		948		313		157		226		3879		0		0		
	3		916		317		157		233		3543		0		0		
	4		886		315		157		229		3422		0		0		
	5		852		316		156		229		3435		0		0		
	6		797		309		156		263		3206		0		0		
	7		769		302		154		255		3035		0		0		
	8		750		311		153		258		2404		1665		44		
	9		710		318		154		254		2010		5649		302		
	10		700		319		153		247		1732		7929		487		
	11		731		320		151		279		1494		8801		529		
	12		726		317		148		266		1295		8909		524		
	13		733		318		151		273		1118		8833		516		
	14		725		318		153		272		1123		8861		518		
	15		723		315		153		273		1301		8838		526		
	16		721		316		152		273		1780		8382		520		
	17		736		318		153		272		2190		6872		458		
	18		731		314		152		287		2408		3119		240		
	19		730		314		153		323		2651		228		4		
	20		739		315		153		320		2555		0		0		
	21		738		312		153		284		2785		0		0		
	22		752		307		152		260		2728		0		0		
	23		766		304		152		260		2613		0		0		
	24		770		304		153		251		2539		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4679		2269		5109		6851		2867						
	2		5524		2270		3955		6631		2563						
	3		5166		2269		3744		6539		2764						
	4		5009		2270		4051		6362		2776						
	5		4988		2270		3815		6991		2910						
	6		4731		2271		4083		8072		3270						
	7		4514		2271		5020		9497		3330						
	8		5585		2271		5063		9560		3334						
	9		9397		2271		3874		8017		2688						
	10		11566		2270		3577		6310		2718						
	11		12305		2268		3782		5534		2831						
	12		12185		2266		3951		5726		2692						
	13		11941		2265		4285		5889		2737						
	14		11970		2264		4598		5796		2930						
	15		12130		2264		4973		5787		2903						
	16		12145		2264		5526		5591		3059						
	17		10999		2265		6440		6365		3221						
	18		7252		2266		8445		8018		3656						
	19		4402		2264		10085		9363		3999						
	20		4082		2267		11295		9250		4046						
	21		4272		2268		10297		9360		3772						
	22		4199		2267		9315		9125		3412						
	23		4095		2267		8405		8103		3303						
	24		4019		2267		7105		7740		3082						
