10/15/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		883		254		233		133		2482		0		0		
	2		895		252		233		132		2332		0		0		
	3		895		255		233		134		2225		0		0		
	4		895		253		232		134		2195		0		0		
	5		864		255		219		131		1810		0		0		
	6		860		255		219		127		1783		0		0		
	7		860		253		217		167		1752		0		0		
	8		861		250		214		212		1919		1240		1		
	9		842		249		210		153		1696		5491		234		
	10		860		249		214		100		2017		7194		465		
	11		859		248		214		98		2349		7496		498		
	12		859		237		215		97		1817		8157		493		
	13		858		245		215		100		1653		7859		488		
	14		858		260		218		101		1787		7294		475		
	15		858		262		218		109		1702		7317		473		
	16		858		274		219		151		1582		7036		445		
	17		858		279		208		192		1220		6197		390		
	18		858		277		203		203		853		2225		142		
	19		861		277		200		238		604		39		0		
	20		870		273		206		236		502		0		0		
	21		887		274		208		238		607		0		0		
	22		898		275		207		199		709		0		0		
	23		899		260		206		160		834		0		0		
	24		899		251		209		157		963		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3985		2227		7513		5301		1589						
	2		3844		2228		7249		4992		1571						
	3		2847		2229		7952		4929		1571						
	4		3709		2229		7007		4934		1567						
	5		3279		2229		7597		5281		1613						
	6		3244		2229		8723		5422		1741						
	7		3249		2230		9607		6411		2044						
	8		4697		2230		9463		6064		2052						
	9		8875		2229		7360		4451		1511						
	10		11099		2228		6700		2509		1489						
	11		11762		2228		6530		1941		1578						
	12		11875		2226		6672		1714		1561						
	13		11418		2226		6586		2297		1549						
	14		10993		2225		6774		2781		1608						
	15		10939		2225		7009		2980		1666						
	16		10565		2225		7916		3243		1673						
	17		9344		2225		9400		3557		1845						
	18		4761		2225		12034		5666		2656						
	19		2219		2225		14972		6080		2981						
	20		2087		2225		15154		6369		2953						
	21		2214		2226		13959		6434		2822						
	22		2288		2227		12864		6355		2221						
	23		2359		2226		12028		5666		1706						
	24		2479		2226		10752		5067		1666						
