03/24/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		903		233		170		504		2076		0		0		
	2		902		228		172		507		1865		0		0		
	3		902		232		172		508		1343		0		0		
	4		901		231		172		500		1296		0		0		
	5		902		234		172		514		1383		0		0		
	6		901		231		172		573		1201		0		0		
	7		901		231		172		577		1238		0		0		
	8		900		234		163		572		1076		1578		31		
	9		899		239		165		570		1129		5286		250		
	10		900		243		168		567		1384		7621		378		
	11		898		242		166		511		1005		8380		394		
	12		898		244		166		509		885		8514		385		
	13		898		244		172		520		1461		8291		372		
	14		897		242		173		521		1879		7467		373		
	15		900		243		174		520		2159		7328		365		
	16		899		243		174		535		2587		6549		388		
	17		900		244		174		543		2513		5545		350		
	18		859		247		171		583		2927		3328		249		
	19		899		245		172		592		3084		765		35		
	20		899		245		180		597		3127		0		0		
	21		899		246		179		575		2883		0		0		
	22		900		241		179		575		2670		0		0		
	23		901		231		179		577		2560		0		0		
	24		902		231		179		536		2393		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3886		2278		4235		6696		3791						
	2		3675		2276		3940		6634		3958						
	3		3156		2276		3991		6863		3848						
	4		3101		2277		4034		6793		3786						
	5		3204		2279		4189		6923		3816						
	6		3078		2280		4997		7540		3843						
	7		3119		2279		6198		8041		4269						
	8		4554		2278		6398		7690		4394						
	9		8539		2278		4765		5794		4092						
	10		11261		2277		3721		4475		3605						
	11		11596		2276		3045		4700		3622						
	12		11600		2277		3012		4896		3451						
	13		11958		2277		2977		4821		3256						
	14		11552		2274		2782		5162		3505						
	15		11688		2275		2909		5065		3400						
	16		11377		2274		2967		5150		3417						
	17		10268		2273		3419		5415		3556						
	18		8363		2275		4242		6170		3705						
	19		5792		2275		5199		7618		4410						
	20		5049		2275		6212		8271		4808						
	21		4782		2276		6513		8257		4683						
	22		4565		2276		5898		8386		4503						
	23		4448		2275		5300		8049		3981						
	24		4241		2276		4554		7440		3745						
