03/11/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		876		232		201		144		454		0		0		
	2		870		233		201		106		387		0		0		
	3		872		234		201		106		430		0		0		
	4		871		233		202		145		422		0		0		
	5		873		235		202		146		413		0		0		
	6		885		247		201		145		357		0		0		
	7		900		260		201		142		240		0		0		
	8		884		263		199		141		226		202		0		
	9		884		257		197		141		233		1654		0		
	10		889		244		197		143		189		3060		0		
	11		888		264		196		144		188		4980		0		
	12		874		271		196		148		213		5397		0		
	13		880		276		197		145		299		6232		0		
	14		813		275		197		135		281		6888		0		
	15		829		273		199		137		300		6892		1		
	16		829		282		202		139		284		6394		56		
	17		832		305		202		140		279		5638		87		
	18		837		303		203		143		271		3465		67		
	19		862		304		203		161		320		674		0		
	20		877		303		207		200		379		41		0		
	21		883		303		207		154		449		15		0		
	22		901		301		207		148		512		0		0		
	23		907		290		206		147		532		0		0		
	24		912		281		207		149		606		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1907		2250		9164		7110		973						
	2		1797		2250		8685		6995		948						
	3		1843		2248		8309		6797		965						
	4		1873		2247		8046		6721		967						
	5		1869		2246		8548		6625		979						
	6		1835		2246		9677		6941		982						
	7		1743		2245		10819		8196		1151						
	8		1915		2246		11634		8562		1393						
	9		3366		2247		11467		7268		1128						
	10		4722		2248		10564		6398		745						
	11		6660		2249		8548		5421		737						
	12		7099		2250		7352		5367		690						
	13		8029		2250		6876		4522		530						
	14		8589		2249		6269		4163		608						
	15		8631		2249		6314		4153		639						
	16		8186		2248		6758		4544		664						
	17		7483		2247		7112		5291		938						
	18		5289		2247		8242		7253		1383						
	19		2524		2246		10780		8474		1766						
	20		2007		2246		11811		9212		2077						
	21		2011		2248		12018		8857		1903						
	22		2069		2250		11919		8146		1460						
	23		2082		2252		10992		7602		1121						
	24		2155		2252		9914		6935		1044						
