02/17/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		914		350		184		162		2538		0		0		
	2		916		348		184		163		2642		0		0		
	3		916		346		185		165		2688		0		0		
	4		918		348		184		163		2639		0		0		
	5		918		342		185		159		2571		0		0		
	6		879		340		181		164		2534		0		0		
	7		755		343		183		178		2589		92		0		
	8		759		345		182		179		1886		2975		0		
	9		760		352		182		165		1204		7339		69		
	10		758		343		183		116		1278		8871		168		
	11		757		338		183		119		1331		9125		210		
	12		755		338		182		121		1477		9047		210		
	13		756		342		182		121		1462		8917		210		
	14		756		341		181		123		1252		9062		209		
	15		756		342		180		123		1064		8966		94		
	16		755		334		180		163		829		7888		126		
	17		755		346		179		177		864		3802		53		
	18		758		346		180		235		1158		252		0		
	19		758		345		180		200		1176		0		0		
	20		758		338		180		187		824		0		0		
	21		760		333		179		170		751		0		0		
	22		767		338		179		148		778		0		0		
	23		761		335		178		113		739		0		0		
	24		760		336		178		115		689		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4148		1646		5356		8008		847						
	2		4253		1773		4907		7742		780						
	3		4300		1986		5128		7265		546						
	4		4252		2165		5106		7035		543						
	5		4175		2234		5499		7075		592						
	6		4098		2231		5596		7295		1187						
	7		4140		2229		6906		6506		1981						
	8		6326		2243		6579		5346		1809						
	9		10071		2258		5428		3127		1057						
	10		11717		2259		4289		1797		1006						
	11		12063		2259		4228		1328		738						
	12		12130		2260		4398		918		673						
	13		11990		2261		4382		945		709						
	14		11924		2263		4656		924		823						
	15		11525		2259		5076		1511		796						
	16		10275		2262		5990		2398		1024						
	17		6176		2263		8681		4963		1525						
	18		2929		2263		11511		6483		2604						
	19		2659		2260		12286		7381		2799						
	20		2287		2262		11543		8142		2597						
	21		2193		2261		11296		7901		2414						
	22		2210		2263		10730		7887		1837						
	23		2126		2264		9271		8321		1261						
	24		2078		2264		8051		8180		1216						
