07/23/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		989		381		228		296		3948		0		0		
	2		989		380		227		285		4056		0		0		
	3		989		381		228		285		3854		0		0		
	4		990		382		229		282		3553		0		0		
	5		986		385		229		285		3324		0		0		
	6		987		392		226		286		3065		0		0		
	7		985		406		228		359		2722		780		6		
	8		982		406		228		374		2265		4163		157		
	9		977		400		228		321		1790		7233		376		
	10		973		405		231		316		1447		8548		538		
	11		970		394		232		312		1160		9147		557		
	12		945		404		232		373		894		9529		582		
	13		941		406		231		425		756		9487		620		
	14		940		407		229		434		771		9376		606		
	15		944		406		230		436		977		9081		605		
	16		947		406		230		550		1629		8590		534		
	17		950		405		230		585		2459		7869		543		
	18		946		407		229		588		2893		6508		486		
	19		966		407		231		587		3395		3474		349		
	20		973		407		230		581		3835		589		63		
	21		976		400		227		578		3889		0		0		
	22		979		405		225		542		4046		0		0		
	23		982		388		225		436		4181		0		0		
	24		987		380		223		426		4092		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5842		2266		9394		8077		2785						
	2		5937		2266		8625		7311		2752						
	3		4748		2266		9745		6596		2788						
	4		5436		2266		8648		6404		2802						
	5		5209		2267		8585		6947		2816						
	6		4956		2269		9350		7295		2866						
	7		5486		2269		10293		7145		2696						
	8		8575		2270		10004		6460		2717						
	9		11325		2270		10127		5159		2713						
	10		12458		2270		10534		5001		2716						
	11		12772		2270		12315		4848		2762						
	12		12959		2270		14306		4713		2684						
	13		12866		2269		16249		4737		2791						
	14		12763		2270		18087		4769		3056						
	15		12679		2270		19971		4314		3706						
	16		12886		2271		21086		4155		4010						
	17		13041		2271		21784		3945		4378						
	18		12057		2271		22356		4497		4571						
	19		9409		2272		22989		5729		4687						
	20		6678		2272		22940		7117		4715						
	21		6070		2271		22188		7593		4570						
	22		6197		2271		20085		7563		4356						
	23		6212		2270		16525		8262		3452						
	24		6108		2269		13983		7810		3127						
