01/07/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		928		332		192		301		1702		0		0		
	2		929		330		203		303		1564		0		0		
	3		930		332		209		303		1029		0		0		
	4		930		333		210		302		558		0		0		
	5		930		331		209		306		415		0		0		
	6		930		332		210		432		358		0		0		
	7		930		343		209		493		334		0		0		
	8		929		348		208		493		385		623		0		
	9		929		353		209		413		440		3151		35		
	10		928		351		209		272		517		4708		169		
	11		926		347		209		271		452		5612		323		
	12		925		346		209		270		266		5855		350		
	13		924		347		207		270		352		5964		327		
	14		923		348		207		270		321		5479		322		
	15		924		349		208		274		293		4972		265		
	16		924		351		208		310		133		2427		26		
	17		926		350		207		437		49		278		0		
	18		927		350		207		488		31		0		0		
	19		928		348		207		489		36		0		0		
	20		929		338		207		488		2		0		0		
	21		929		322		207		443		0		0		0		
	22		930		319		209		363		0		0		0		
	23		931		310		210		350		18		0		0		
	24		931		310		211		316		62		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3455		2263		5283		7759		1932						
	2		3329		2263		5197		7378		1893						
	3		2803		2263		5131		7386		1968						
	4		2333		2263		5006		7671		2081						
	5		2191		2263		5116		7820		2017						
	6		2262		2263		5201		7984		2120						
	7		2309		2262		5253		8581		2192						
	8		2986		2263		5287		8371		2119						
	9		5530		2263		4809		7113		1748						
	10		7154		2263		4657		6420		1591						
	11		8140		2262		4329		5934		1587						
	12		8221		2262		4423		5855		1605						
	13		8391		2263		4308		5814		1612						
	14		7870		2263		4703		6134		1637						
	15		7285		2263		5464		5945		1715						
	16		4379		2262		6837		7493		2075						
	17		2247		2261		8238		8894		2220						
	18		2003		2261		9221		10181		2743						
	19		2008		2261		9361		10343		2748						
	20		1964		2261		9355		10010		2671						
	21		1901		2262		8940		9825		2577						
	22		1821		2261		8505		9437		2181						
	23		1819		2261		7616		8847		2154						
	24		1830		2263		7420		7925		1880						
