07/11/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		985		364		222		412		2456		0		0		
	2		985		364		224		375		2090		0		0		
	3		985		366		223		334		1881		0		0		
	4		986		367		222		335		1545		0		0		
	5		987		371		223		369		1256		0		0		
	6		990		378		224		414		907		0		0		
	7		990		392		223		419		628		759		0		
	8		987		392		220		367		557		3410		0		
	9		982		390		214		351		392		5514		0		
	10		978		385		213		348		277		7016		0		
	11		974		378		211		348		247		7609		74		
	12		949		387		210		402		281		7786		206		
	13		949		388		210		459		271		8761		247		
	14		947		388		214		473		282		8788		249		
	15		945		386		220		472		315		8235		217		
	16		940		390		221		535		485		7261		187		
	17		936		391		221		553		782		5809		173		
	18		935		424		220		557		1028		4376		177		
	19		945		433		223		600		1079		2786		72		
	20		970		395		224		636		803		818		0		
	21		976		387		221		631		824		155		0		
	22		979		391		223		568		1207		147		0		
	23		981		375		221		511		1790		148		0		
	24		981		365		221		483		1790		147		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4439		2270		9721		9706		2656						
	2		4038		2269		9179		9271		2333						
	3		2804		2269		9841		8640		2314						
	4		3455		2266		8718		8492		2309						
	5		3206		2261		8921		8588		2299						
	6		2913		2262		9535		8749		2721						
	7		3411		2264		9881		9308		2553						
	8		5933		2267		9240		8852		2678						
	9		7843		2268		10287		7489		2406						
	10		9217		2270		10778		6909		2454						
	11		9841		2271		11377		6966		2707						
	12		10221		2271		12380		7143		2818						
	13		11285		2271		12826		7370		2842						
	14		11341		2271		13875		7751		2995						
	15		10790		2269		15388		7646		3604						
	16		10019		2266		16547		8298		3879						
	17		8865		2266		17042		9411		4352						
	18		7717		2266		18249		9180		4689						
	19		6138		2267		18434		9782		4819						
	20		3846		2269		19162		9892		4962						
	21		3194		2270		18367		10510		4870						
	22		3515		2269		16597		11181		4112						
	23		4026		2269		14194		10315		3677						
	24		3987		2270		11511		10655		2958						
