01/31/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		911		340		235		274		264		0		0		
	2		911		341		235		274		244		0		0		
	3		911		342		235		273		260		0		0		
	4		910		345		235		273		316		0		0		
	5		911		344		234		269		361		0		0		
	6		911		340		234		272		342		0		0		
	7		912		337		234		278		274		0		0		
	8		911		313		234		277		213		735		0		
	9		910		333		234		280		219		1924		0		
	10		909		339		232		280		207		3536		0		
	11		908		339		223		324		276		4756		80		
	12		906		335		223		326		389		5480		174		
	13		904		343		231		321		464		5323		37		
	14		904		343		233		330		559		5442		0		
	15		902		343		234		305		640		5537		0		
	16		903		343		234		288		571		4504		0		
	17		905		343		234		357		703		1422		0		
	18		910		342		235		394		679		5		0		
	19		911		342		235		386		348		0		0		
	20		911		344		235		366		251		0		0		
	21		911		347		234		400		264		0		0		
	22		912		358		233		397		338		0		0		
	23		914		369		232		307		564		0		0		
	24		915		370		233		303		550		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2024		2261		8207		6065		1868						
	2		2005		2260		7770		5819		1826						
	3		1110		2261		8493		5615		1814						
	4		2079		2262		7389		5671		1835						
	5		2119		2262		7775		5685		1904						
	6		2099		2262		8029		6387		2302						
	7		2035		2263		8903		7875		2480						
	8		2683		2263		9527		7239		3223						
	9		3900		2262		9453		6698		2503						
	10		5503		2262		8621		6455		1855						
	11		6906		2260		8210		5360		1793						
	12		7833		2260		7286		4988		1793						
	13		7623		2260		7703		4716		1802						
	14		7811		2259		7822		4720		1662						
	15		7961		2259		7225		4649		1725						
	16		6843		2260		7521		5464		1962						
	17		3964		2260		9292		7212		2275						
	18		2565		2261		10563		8481		2941						
	19		2222		2261		11036		9102		3137						
	20		2107		2261		10846		9225		2872						
	21		2156		2262		10370		9220		2530						
	22		2238		2261		9845		8530		2318						
	23		2386		2261		9463		7279		2031						
	24		2371		2263		8893		6493		1927						
