05/17/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		869		309		225		326		2052		0		0		
	2		872		311		225		326		2328		0		0		
	3		873		308		225		325		2343		0		0		
	4		880		308		225		317		2136		0		0		
	5		888		314		224		316		2016		0		0		
	6		884		311		224		321		1760		0		0		
	7		886		314		224		327		1414		1410		37		
	8		886		312		223		329		1094		5250		214		
	9		883		309		223		329		1169		8052		285		
	10		880		293		223		328		1100		9086		345		
	11		878		285		223		328		1173		9715		367		
	12		877		279		222		328		1371		9889		367		
	13		878		269		222		329		1655		10077		361		
	14		876		257		222		333		1914		9847		309		
	15		874		258		222		333		2469		9651		229		
	16		875		261		222		332		2961		9113		231		
	17		874		274		223		336		3059		8263		257		
	18		874		273		223		340		3037		6918		99		
	19		875		277		223		342		2983		3420		0		
	20		867		275		224		341		2874		453		0		
	21		869		281		223		339		2882		0		0		
	22		873		278		220		340		2812		0		0		
	23		862		274		215		331		2484		0		0		
	24		874		274		215		327		2234		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3781		2167		3623		9155		2679						
	2		4062		2260		2950		8626		2538						
	3		4074		2260		2525		8454		2355						
	4		3866		2258		2448		8732		2074						
	5		3758		2255		2462		8965		1908						
	6		3500		2264		2467		8995		2143						
	7		4612		2275		2700		7530		1917						
	8		8308		2276		1964		4774		1446						
	9		11250		2277		1916		2071		1174						
	10		12255		2279		2056		783		1333						
	11		12969		2277		2051		32		1293						
	12		13333		2274		2107		-300		1309						
	13		13791		2272		2061		-474		1296						
	14		13758		2270		2007		222		1374						
	15		14036		2270		2073		930		1443						
	16		13995		2273		2292		1820		1617						
	17		13286		2272		2721		2811		1998						
	18		11764		2271		3239		4400		2483						
	19		8120		2273		3964		7168		3445						
	20		5034		2273		4795		9192		3928						
	21		4594		2274		5089		9733		3986						
	22		4523		2274		4401		10003		3609						
	23		4166		2274		4078		9844		2976						
	24		3924		2274		4023		8875		2653						
