05/18/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		921		324		218		522		4121		0		0		
	2		920		324		219		520		3888		0		0		
	3		921		327		220		520		3264		0		0		
	4		922		331		220		520		3060		0		0		
	5		923		334		220		518		2330		0		0		
	6		923		337		202		494		1543		0		0		
	7		929		344		194		547		959		1502		29		
	8		928		346		198		547		725		4324		270		
	9		928		349		198		509		631		7142		390		
	10		927		345		198		501		658		8711		383		
	11		926		339		197		493		727		9494		359		
	12		925		340		197		463		932		9483		433		
	13		923		342		197		433		1328		8748		431		
	14		922		340		197		451		1542		8040		461		
	15		921		339		196		447		2278		6810		432		
	16		920		344		196		449		2842		5932		295		
	17		920		347		198		452		2963		4304		60		
	18		919		350		207		514		3117		2531		0		
	19		920		346		210		611		2796		946		0		
	20		918		348		210		615		2271		72		0		
	21		918		350		210		614		2095		0		0		
	22		918		350		210		613		2056		0		0		
	23		920		346		210		567		2125		0		0		
	24		921		321		210		532		2588		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6106		2279		2728		5278		4406						
	2		5871		2279		2524		5062		4248						
	3		4331		2279		3366		5322		4313						
	4		5053		2278		2225		5538		4242						
	5		4325		2279		2057		6003		4564						
	6		3499		2278		2330		7163		4283						
	7		4504		2277		2276		6418		4173						
	8		7338		2279		1913		4873		3704						
	9		10147		2279		1637		3423		3386						
	10		11723		2278		1507		2452		3220						
	11		12535		2280		1419		2030		3240						
	12		12773		2279		1472		1900		3227						
	13		12402		2280		1568		2443		3286						
	14		11953		2281		1794		2823		3398						
	15		11423		2280		1689		3731		3343						
	16		10978		2281		1732		3944		3457						
	17		9244		2280		2190		5113		3826						
	18		7638		2279		2853		6084		4060						
	19		5829		2277		3140		7696		4347						
	20		4434		2277		3765		8791		4738						
	21		4187		2276		4092		9364		4729						
	22		4147		2276		4064		8796		4723						
	23		4168		2276		3833		7597		4711						
	24		4572		2275		3529		6072		4588						
