09/04/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		924		322		215		139		2337		0		0		
	2		924		320		214		131		2123		0		0		
	3		926		322		216		131		1755		0		0		
	4		926		325		216		131		1593		0		0		
	5		926		328		216		134		1278		0		0		
	6		926		330		216		134		776		0		0		
	7		927		340		216		126		579		198		0		
	8		925		342		215		85		474		3978		98		
	9		925		340		214		84		385		9151		314		
	10		921		340		214		87		387		11121		375		
	11		916		342		213		86		419		11784		384		
	12		916		342		212		86		415		12088		384		
	13		913		343		209		86		419		12103		383		
	14		911		344		199		91		389		12101		383		
	15		908		345		201		112		360		12027		382		
	16		910		342		198		153		407		11599		379		
	17		911		348		198		160		480		10697		355		
	18		913		347		202		175		460		7779		275		
	19		916		337		202		213		553		2212		71		
	20		919		332		202		213		966		20		0		
	21		923		343		201		213		1286		0		0		
	22		925		344		199		174		1111		0		0		
	23		923		336		198		167		915		0		0		
	24		923		335		199		154		959		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3901		2262		10342		7214		975						
	2		3682		2259		9578		6857		948						
	3		3319		2258		8945		6928		939						
	4		3156		2261		8509		6978		936						
	5		2857		2262		8042		7560		962						
	6		2356		2262		8325		7904		989						
	7		2340		2263		8151		8352		1011						
	8		5818		2263		6668		7156		607						
	9		11236		2263		5432		4838		284						
	10		13385		2263		4772		4086		-21						
	11		14114		2260		4551		3612		53						
	12		14443		2259		4958		3329		265						
	13		14453		2259		5541		3581		431						
	14		14425		2260		6679		3249		864						
	15		14344		2260		7944		3692		1405						
	16		14009		2260		10035		4115		1490						
	17		13224		2257		11428		5456		1668						
	18		10384		2258		14085		6057		2806						
	19		4747		2260		17285		7723		3761						
	20		2645		2261		17104		8993		3613						
	21		2911		2261		14955		9724		3212						
	22		2728		2262		13622		9997		2500						
	23		2500		2262		13229		9046		1642						
	24		2526		2262		12055		8425		1208						
