01/31/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		882		356		227		230		576		0		0		
	2		883		355		228		231		510		0		0		
	3		882		358		228		233		402		0		0		
	4		882		356		228		232		400		0		0		
	5		882		355		228		232		424		0		0		
	6		880		359		227		231		506		0		0		
	7		880		368		228		244		490		20		0		
	8		879		371		223		238		400		1706		7		
	9		879		368		217		217		270		5358		67		
	10		841		357		217		215		174		7154		69		
	11		870		346		219		218		207		7411		81		
	12		872		353		226		187		276		7393		88		
	13		873		346		228		189		382		7181		87		
	14		878		348		227		191		357		6942		88		
	15		878		345		224		191		225		6776		86		
	16		879		353		222		228		184		5094		69		
	17		881		371		226		265		225		1920		11		
	18		885		371		227		318		317		70		0		
	19		885		372		228		320		348		13		0		
	20		887		372		226		287		349		14		0		
	21		889		370		228		242		310		13		0		
	22		890		366		228		230		279		0		0		
	23		892		360		227		222		190		0		0		
	24		891		358		227		221		156		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2271		2275		6864		9079		1010						
	2		2207		2274		6367		8725		1130						
	3		2103		2274		6305		8571		1117						
	4		2098		2275		6348		8456		1129						
	5		2121		2274		6868		8375		1213						
	6		2203		2273		7006		9378		1551						
	7		2230		2273		8135		9770		2493						
	8		3824		2273		8166		9401		2147						
	9		7376		2273		7492		6444		1300						
	10		9027		2272		6721		5029		751						
	11		9352		2272		6425		4340		559						
	12		9395		2273		5967		4023		605						
	13		9286		2272		5735		3909		707						
	14		9031		2271		5485		4108		1193						
	15		8725		2272		5799		4645		1174						
	16		7029		2273		6626		6336		1179						
	17		3899		2271		7545		9243		1785						
	18		2188		2271		8561		11004		2498						
	19		2166		2272		8815		11339		2563						
	20		2135		2272		8715		11109		2315						
	21		2052		2271		8880		10686		1972						
	22		1993		2270		8760		10088		1788						
	23		1891		2271		8598		9364		1365						
	24		1853		2271		7641		9061		1190						
