04/22/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		885		255		225		224		3341		0		0		
	2		882		254		227		224		3914		0		0		
	3		886		259		227		222		4263		0		0		
	4		889		259		227		217		4083		0		0		
	5		889		257		226		215		3303		0		0		
	6		889		259		226		239		2111		0		0		
	7		888		257		225		250		1563		583		1		
	8		887		259		223		249		1188		4560		176		
	9		882		259		222		238		1701		7991		310		
	10		880		248		218		229		1156		8770		357		
	11		875		254		218		237		1096		9385		369		
	12		873		269		217		241		1224		9421		373		
	13		875		258		217		245		1207		9695		376		
	14		856		262		202		253		1748		9912		376		
	15		852		264		199		240		2772		9758		371		
	16		847		268		220		238		3802		8801		300		
	17		875		284		222		244		3957		8704		341		
	18		885		287		223		280		4097		7429		203		
	19		875		285		223		284		3852		3265		110		
	20		882		288		226		284		3865		290		0		
	21		887		293		227		286		3418		0		0		
	22		895		299		228		269		3173		0		0		
	23		900		298		227		253		3009		0		0		
	24		910		296		228		251		3125		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4930		2263		3291		6940		2244						
	2		5501		2264		2293		6896		1982						
	3		5857		2266		2153		6661		1811						
	4		5675		2267		2296		6948		1627						
	5		4890		2267		2379		7503		1974						
	6		3724		2268		2929		8798		2192						
	7		3767		2268		3017		8883		2648						
	8		7542		2269		2803		6116		2235						
	9		11603		2269		2713		2508		1442						
	10		11858		2271		2756		1954		1214						
	11		12434		2270		2735		1088		1039						
	12		12618		2267		2720		614		1077						
	13		12873		2267		2553		667		1078						
	14		13609		2266		2380		403		1060						
	15		14456		2267		2259		137		1052						
	16		14476		2268		2783		277		1191						
	17		14627		2269		3043		917		1374						
	18		13404		2270		3270		3038		1832						
	19		8894		2271		3986		7086		2813						
	20		5835		2271		4966		8855		3923						
	21		5111		2271		5593		9020		4032						
	22		4864		2271		5982		8426		3371						
	23		4687		2269		5817		7849		2735						
	24		4810		2272		5650		6686		2272						
