02/11/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		977		328		209		134		2085		0		0		
	2		977		327		209		133		2085		0		0		
	3		977		327		210		134		2279		0		0		
	4		978		331		210		134		1923		0		0		
	5		978		331		210		136		2094		0		0		
	6		977		332		209		144		963		0		0		
	7		977		330		209		192		447		91		0		
	8		980		330		208		155		907		3017		48		
	9		979		332		208		110		1600		6951		231		
	10		977		333		207		113		968		8610		231		
	11		977		331		206		114		694		8646		234		
	12		977		315		205		114		595		8542		224		
	13		975		324		208		114		772		8486		230		
	14		970		302		209		118		828		7546		101		
	15		970		314		209		112		1334		6788		245		
	16		983		317		210		141		2343		5140		160		
	17		988		333		214		147		2893		1735		6		
	18		989		331		215		192		4013		65		0		
	19		988		325		215		192		4275		0		0		
	20		989		330		216		157		4179		0		0		
	21		990		330		216		143		3965		0		0		
	22		994		330		216		132		3873		0		0		
	23		995		329		216		123		3564		0		0		
	24		993		325		216		122		3086		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3717		1144		9082		6347		481						
	2		3671		1145		8987		6231		236						
	3		3915		1145		8604		6022		223						
	4		3535		1145		9121		5846		206						
	5		3721		1144		9416		5865		307						
	6		2649		1145		10551		6810		761						
	7		2211		1145		11298		8311		1062						
	8		5359		1146		9769		7168		1268						
	9		10285		1146		7919		4166		929						
	10		11626		1146		7063		3198		644						
	11		11217		1146		6457		3711		673						
	12		10968		1146		6382		3858		527						
	13		11137		1145		6356		3636		617						
	14		10102		1145		6266		4436		852						
	15		9942		1144		6745		4727		989						
	16		9445		1145		7724		4805		1022						
	17		6424		1145		9335		6841		1354						
	18		5770		1144		10190		7171		2184						
	19		6005		1144		10229		7380		2423						
	20		5852		1145		10035		7265		2191						
	21		5616		1146		9735		7840		1265						
	22		5517		1146		9144		7577		1075						
	23		5211		1146		7992		7624		1080						
	24		4727		1145		7478		7486		837						
