04/20/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		915		333		219		438		3259		0		0		
	2		925		329		219		440		3252		0		0		
	3		938		329		219		440		3370		0		0		
	4		940		332		219		439		3483		0		0		
	5		932		336		219		440		3669		0		0		
	6		930		335		219		441		3953		0		0		
	7		932		334		218		473		3876		376		0		
	8		934		334		220		472		3757		3594		0		
	9		940		339		219		472		3845		7350		128		
	10		937		327		219		437		3959		8658		351		
	11		936		325		219		433		4160		9410		472		
	12		931		326		219		435		4638		8472		487		
	13		928		323		219		434		4722		8517		483		
	14		927		326		218		434		4882		7532		452		
	15		926		323		219		435		5018		7598		114		
	16		926		326		219		436		4941		8299		77		
	17		929		330		219		436		5001		7380		122		
	18		929		332		219		433		4788		6344		13		
	19		937		335		218		469		4528		2710		0		
	20		944		331		218		559		4068		158		0		
	21		944		327		218		562		3763		0		0		
	22		945		324		218		556		3733		0		0		
	23		946		323		218		479		3479		0		0		
	24		945		324		214		471		3290		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5164		2284		3377		6377		4502						
	2		5165		2283		2666		6372		4413						
	3		4358		2284		3516		5774		4255						
	4		5413		2285		2551		5261		4232						
	5		5596		2284		2503		5132		4223						
	6		5878		2285		2374		5610		4006						
	7		6209		2282		2513		5568		4236						
	8		9311		2280		2205		3618		4026						
	9		13293		2282		1972		857		3586						
	10		14888		2284		1785		-81		3079						
	11		15955		2284		1514		-1129		2872						
	12		15508		2284		1455		-1312		2908						
	13		15626		2284		1431		-1756		2856						
	14		14771		2284		2105		-2081		2802						
	15		14633		2283		1911		-2114		3041						
	16		15224		2284		1426		-1932		3083						
	17		14417		2283		1911		-1038		3069						
	18		13058		2282		2545		-10		3695						
	19		9197		2282		3366		4102		4058						
	20		6278		2283		4027		7115		4746						
	21		5814		2282		4240		7868		4788						
	22		5776		2283		4180		7393		4697						
	23		5445		2284		3738		7277		4396						
	24		5244		2285		3194		6873		4384						
