12/24/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		982		377		228		159		1777		0		0		
	2		984		377		228		159		1779		0		0		
	3		983		378		228		156		1972		0		0		
	4		983		378		228		162		1927		0		0		
	5		983		378		227		159		1731		0		0		
	6		984		376		227		195		1774		0		0		
	7		984		371		227		204		1500		0		0		
	8		983		372		226		206		1267		1228		0		
	9		984		372		226		206		1155		4239		172		
	10		982		366		228		210		1229		6434		87		
	11		979		360		228		214		1337		7145		130		
	12		977		344		228		207		1778		6988		120		
	13		975		310		228		183		1889		6995		55		
	14		974		310		229		196		2299		6934		187		
	15		973		314		229		201		2627		5973		348		
	16		978		333		228		234		3012		3260		213		
	17		981		362		229		270		3688		338		1		
	18		983		387		229		334		3155		0		0		
	19		985		386		228		341		2928		0		0		
	20		985		388		228		334		3298		0		0		
	21		983		386		228		284		2998		0		0		
	22		986		384		228		217		2591		0		0		
	23		987		381		227		213		3006		0		0		
	24		988		377		228		252		3613		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3523		2260		6251		6782		1918						
	2		3527		2259		5747		6561		1785						
	3		2734		2260		6163		6407		1807						
	4		3678		2260		5158		6252		1875						
	5		3478		2259		5651		6166		1921						
	6		3556		2259		5722		6635		2132						
	7		3286		2260		5659		8234		2051						
	8		4282		2260		5626		7874		2101						
	9		7354		2261		4363		6508		1808						
	10		9536		2261		3354		5364		1723						
	11		10393		2261		3057		4559		1718						
	12		10642		2260		3057		4078		1676						
	13		10635		2261		3162		3845		1700						
	14		11129		2262		3177		3586		1690						
	15		10665		2261		3425		4183		1857						
	16		8258		2259		4464		6015		2032						
	17		5869		2260		6093		7571		2302						
	18		5088		2261		7251		8700		2743						
	19		4868		2262		7434		8682		2340						
	20		5233		2263		6763		8254		2250						
	21		4879		2265		6887		8138		1998						
	22		4406		2265		7499		7687		1917						
	23		4814		2266		7471		6449		1810						
	24		5458		2266		6216		5819		1741						
