05/24/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		962		209		161		514		3116		0		0		
	2		963		208		163		508		3099		0		0		
	3		964		209		169		473		2962		0		0		
	4		958		210		170		473		2859		0		0		
	5		910		211		172		519		2730		0		0		
	6		912		211		173		545		2337		0		0		
	7		910		209		170		549		2376		1303		20		
	8		909		211		169		550		2477		4260		205		
	9		906		210		170		541		2352		6590		395		
	10		905		211		177		531		2490		7684		471		
	11		905		214		173		481		2481		8111		498		
	12		905		211		170		477		2754		7799		190		
	13		905		211		165		480		2959		7089		56		
	14		904		210		168		474		3038		7043		59		
	15		903		211		171		523		3457		6666		79		
	16		903		212		170		522		3344		6513		79		
	17		902		212		170		530		3441		6424		61		
	18		898		211		170		542		3437		5360		112		
	19		897		210		168		576		3660		2598		86		
	20		941		211		169		592		3595		460		6		
	21		949		209		172		585		3555		0		0		
	22		961		211		173		576		3307		0		0		
	23		949		207		172		531		3021		0		0		
	24		957		208		169		513		2788		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4681		1136		5108		8794		4824						
	2		4941		1135		3226		8905		4988						
	3		4777		1134		2738		8812		4931						
	4		4670		1131		2418		8891		4844						
	5		4542		1131		2510		8963		5043						
	6		4178		1131		2856		9851		5232						
	7		5537		1131		2921		9876		5259						
	8		8781		1130		2627		8803		4878						
	9		11164		1131		2600		7888		4014						
	10		12469		1133		2689		7014		4072						
	11		12863		1136		3025		6762		4161						
	12		12507		1136		3096		7437		4239						
	13		11865		1136		3901		7695		4133						
	14		11896		1135		4010		7601		4661						
	15		12010		1135		4455		7477		4737						
	16		11743		1135		4679		7849		4862						
	17		11740		1136		5198		7476		4955						
	18		10730		1136		6210		7383		5200						
	19		8195		1135		7921		7660		5597						
	20		5974		1135		8791		8919		5424						
	21		5470		1135		9317		9090		5470						
	22		5228		1135		8020		9430		5477						
	23		4880		1135		6284		9315		5170						
	24		4635		1135		4598		9406		4911						
