04/21/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		946		323		214		432		2975		0		0		
	2		948		322		215		446		2779		0		0		
	3		947		324		215		470		3323		0		0		
	4		946		323		214		471		3488		0		0		
	5		947		324		214		473		3304		0		0		
	6		948		329		214		471		3325		0		0		
	7		937		340		214		441		3271		477		0		
	8		918		343		215		442		2960		3903		117		
	9		916		343		215		439		3355		6170		362		
	10		914		327		215		438		3910		6469		481		
	11		913		287		214		425		3755		6241		501		
	12		913		287		206		423		3285		6597		503		
	13		912		295		205		423		3289		7205		490		
	14		911		295		207		428		3660		7019		373		
	15		910		293		207		428		4032		7008		245		
	16		908		295		213		427		4376		6589		259		
	17		907		298		218		431		4758		6043		341		
	18		907		303		218		442		4675		5506		365		
	19		908		305		218		445		4530		2633		186		
	20		910		290		218		464		4513		150		0		
	21		912		279		218		442		4621		0		0		
	22		911		278		218		455		4566		0		0		
	23		912		269		218		436		4423		0		0		
	24		913		269		219		438		4266		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4890		2286		3191		5940		4490						
	2		4710		2284		2960		5465		4495						
	3		4332		2284		3967		4548		4139						
	4		5442		2285		2591		4555		4109						
	5		5262		2283		2395		5375		3983						
	6		5287		2282		2293		5725		4006						
	7		5680		2283		2268		5475		4085						
	8		8898		2283		1973		2969		3628						
	9		11800		2283		1309		1573		2651						
	10		12754		2285		1242		211		2576						
	11		12336		2286		1234		-55		2702						
	12		12214		2285		1217		-410		2730						
	13		12819		2286		1172		-1427		2601						
	14		12893		2287		1133		-1898		2716						
	15		13123		2286		1160		-2121		2771						
	16		13067		2286		1297		-1647		2877						
	17		12996		2287		1606		-982		2981						
	18		12416		2285		2171		-60		3359						
	19		9225		2283		3100		3090		3881						
	20		6545		2283		4068		5947		4447						
	21		6472		2283		4261		6648		4728						
	22		6428		2284		3817		6503		4722						
	23		6258		2284		3348		6073		4348						
	24		6105		2285		2921		5428		4377						
