08/20/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		946		372		240		324		3527		0		0		
	2		948		381		240		318		3186		0		0		
	3		949		368		239		281		3044		0		0		
	4		948		368		238		283		2644		0		0		
	5		946		367		238		285		2373		0		0		
	6		945		370		238		317		2170		0		0		
	7		945		372		238		324		1897		255		0		
	8		944		373		238		323		1659		3143		165		
	9		938		375		239		319		1352		6924		437		
	10		899		386		239		344		1188		8547		547		
	11		898		381		240		345		1032		9234		561		
	12		879		376		239		344		880		9416		577		
	13		868		382		239		346		913		9506		598		
	14		865		378		238		346		1228		9415		590		
	15		862		370		236		395		1441		9118		602		
	16		860		367		236		456		1821		8591		545		
	17		860		368		235		536		2328		6863		396		
	18		860		367		234		596		2644		4776		218		
	19		912		368		230		602		2917		1849		49		
	20		929		368		234		600		3187		100		0		
	21		933		368		234		599		3226		0		0		
	22		937		343		233		561		3053		0		0		
	23		939		331		233		526		3071		0		0		
	24		939		327		233		350		3228		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5409		2252		9493		8071		2377						
	2		5073		2254		8701		7872		2182						
	3		3932		2255		9329		7492		2149						
	4		4481		2257		8564		7280		2154						
	5		4209		2258		8796		7665		2199						
	6		4040		2260		9410		8313		2444						
	7		4031		2259		9627		9310		2947						
	8		6845		2259		9107		8492		2775						
	9		10584		2258		8407		6928		2322						
	10		12150		2256		8685		5828		2350						
	11		12691		2250		9335		5246		2431						
	12		12711		2246		10269		4934		2701						
	13		12852		2247		11430		5121		2617						
	14		13060		2251		12957		5214		2640						
	15		13024		2252		13993		5313		2993						
	16		12876		2248		15080		5630		3144						
	17		11586		2241		16090		6276		3745						
	18		9695		2237		16777		7198		4023						
	19		6927		2239		17598		8107		4186						
	20		5418		2244		17292		8901		4230						
	21		5360		2247		16469		9473		3866						
	22		5127		2247		14863		9407		3389						
	23		5100		2248		12941		8536		2928						
	24		5077		2250		10804		8023		2740						
