07/31/18			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		989		344		235		361		2991		0		0		
	2		991		346		234		362		2893		0		0		
	3		992		346		234		359		2276		0		0		
	4		994		346		234		361		2088		0		0		
	5		994		350		234		362		1977		0		0		
	6		995		359		234		361		1541		0		0		
	7		992		375		236		358		1017		319		0		
	8		990		375		234		387		869		2601		12		
	9		986		374		232		374		824		5546		94		
	10		982		349		233		375		742		6782		267		
	11		977		341		232		350		666		7671		350		
	12		950		372		230		395		731		8128		358		
	13		946		370		227		515		808		8636		337		
	14		945		360		227		545		854		8964		331		
	15		946		355		227		539		949		8897		252		
	16		942		367		230		559		1334		8380		262		
	17		943		373		233		607		1910		7139		214		
	18		948		370		233		609		2324		5231		168		
	19		967		369		235		604		2381		2553		56		
	20		977		376		236		609		2547		400		0		
	21		983		371		233		603		2802		0		0		
	22		990		371		232		598		3047		0		0		
	23		992		354		230		565		3404		0		0		
	24		993		347		231		467		3406		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4920		2271		11269		8353		2559						
	2		4826		2271		10162		8213		2671						
	3		3215		2271		11054		7994		2508						
	4		4023		2271		10009		7689		2440						
	5		3917		2269		9625		7949		2450						
	6		3490		2269		10610		8369		2602						
	7		3297		2268		11413		8997		3054						
	8		5468		2269		10945		8611		3041						
	9		8430		2269		10479		7637		2707						
	10		9730		2268		10854		7297		2731						
	11		10587		2268		11990		6867		2731						
	12		11164		2268		13401		6645		2589						
	13		11839		2269		14776		5935		3027						
	14		12226		2269		16116		6103		3258						
	15		12165		2269		17701		5846		3577						
	16		12074		2267		18732		5861		3733						
	17		11419		2266		19671		6120		4056						
	18		9883		2267		20341		6681		4572						
	19		7165		2268		21368		7634		4570						
	20		5145		2268		20898		8550		4572						
	21		4992		2269		19455		9038		4574						
	22		5238		2268		17690		9111		3958						
	23		5545		2268		14122		9583		3434						
	24		5444		2269		11740		9148		3129						
