03/06/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		687		291		210		149		1244		0		0		
	2		688		302		212		150		1288		0		0		
	3		687		305		211		151		3328		0		0		
	4		688		297		211		143		3358		0		0		
	5		687		290		211		139		3513		0		0		
	6		686		291		211		147		3817		0		0		
	7		686		284		210		147		3191		755		0		
	8		687		285		210		139		2909		4500		166		
	9		687		283		210		100		2553		8230		375		
	10		686		275		210		102		2577		9201		445		
	11		684		277		211		102		2506		8875		405		
	12		683		279		207		98		2899		8562		379		
	13		682		277		205		99		3141		7831		388		
	14		682		272		210		101		3205		7936		325		
	15		675		273		210		102		3477		7679		302		
	16		674		275		211		100		3798		7543		309		
	17		680		282		211		145		4099		5798		212		
	18		682		295		211		161		4620		1085		19		
	19		684		300		211		174		4785		0		0		
	20		685		299		212		177		4919		0		0		
	21		686		299		214		164		4953		0		0		
	22		688		299		214		161		4917		0		0		
	23		689		299		213		150		4692		0		0		
	24		689		299		212		150		4194		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2600		1146		8905		7716		734						
	2		2543		1147		8498		7610		656						
	3		4618		1146		6849		6853		577						
	4		4679		1147		6708		7302		314						
	5		4797		1147		6580		7449		308						
	6		5144		1146		6154		7933		476						
	7		5178		1146		6803		7256		771						
	8		8696		1146		5042		5090		812						
	9		12314		1145		3525		2579		571						
	10		13485		1145		2930		1841		122						
	11		13100		1145		2455		1740		201						
	12		13120		1145		2126		1470		108						
	13		12603		1145		1841		1882		161						
	14		12729		1145		1766		1747		93						
	15		12725		1145		2107		1804		134						
	16		12904		1146		3176		1773		146						
	17		11586		1146		4763		2848		391						
	18		7246		1146		6129		7056		1046						
	19		6137		1145		7779		8214		1494						
	20		6262		1145		7975		7888		1514						
	21		6300		1145		8135		7375		1224						
	22		6260		1145		7898		7118		975						
	23		6042		1145		7369		6942		843						
	24		5549		1145		7180		6495		791						
