05/22/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		944		341		230		343		3793		0		0		
	2		947		340		230		343		3706		0		0		
	3		949		341		231		343		3459		0		0		
	4		951		341		230		345		3195		0		0		
	5		950		342		231		346		3096		0		0		
	6		951		335		230		343		2841		8		0		
	7		952		341		229		347		2853		1673		70		
	8		950		345		229		351		2922		5167		290		
	9		913		345		222		353		2742		6760		148		
	10		854		330		213		352		2422		7479		13		
	11		857		322		216		353		2162		8249		13		
	12		912		319		214		352		2181		8864		94		
	13		937		321		215		363		2703		8667		356		
	14		939		319		199		369		2762		8863		374		
	15		938		318		210		368		2904		9207		381		
	16		940		321		211		354		3273		9445		321		
	17		938		331		214		335		3283		9297		151		
	18		944		329		217		333		3263		7865		128		
	19		942		327		227		333		3263		4176		36		
	20		939		322		230		340		2882		652		15		
	21		937		312		225		350		2251		0		16		
	22		938		314		228		349		2220		0		16		
	23		943		322		228		345		2447		0		16		
	24		947		329		229		347		2677		0		16		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		5651		2280		2518		9097		2311						
	2		5566		2281		2202		8501		2225						
	3		5323		2281		2189		8164		2132						
	4		5062		2280		2033		8333		2066						
	5		4965		2281		2108		8308		2262						
	6		4708		2281		2243		8862		2547						
	7		6465		2282		2745		7825		2176						
	8		10254		2282		2965		4961		1458						
	9		11483		2282		3328		3386		1289						
	10		11663		2282		3143		2940		1270						
	11		12172		2281		2923		2358		1247						
	12		12936		2281		2871		1677		1204						
	13		13562		2281		2928		1131		1202						
	14		13825		2280		2914		1226		1197						
	15		14326		2280		2879		994		1374						
	16		14865		2280		2880		1099		1462						
	17		14549		2280		2777		2238		1714						
	18		13079		2281		2901		4061		2238						
	19		9304		2282		3376		7487		3188						
	20		5380		2282		4501		10247		3713						
	21		4091		2283		5746		10733		3754						
	22		4065		2283		5850		10022		3751						
	23		4301		2282		4834		9787		3326						
	24		4545		2281		3548		9461		3037						
