10/31/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		268		266		236		194		497		0		0		
	2		268		266		235		197		499		0		0		
	3		267		257		236		199		455		0		0		
	4		268		259		236		199		444		0		0		
	5		268		263		236		201		488		0		0		
	6		268		257		229		204		509		0		0		
	7		268		255		233		220		505		0		0		
	8		269		249		235		228		505		782		0		
	9		269		248		237		184		528		4817		167		
	10		269		257		234		180		453		8060		351		
	11		268		257		232		184		384		8864		417		
	12		269		259		234		193		375		8914		440		
	13		268		256		233		191		372		8734		430		
	14		266		255		233		196		373		9132		427		
	15		265		257		235		211		322		9106		420		
	16		265		257		239		233		276		8582		390		
	17		267		269		240		263		280		5784		288		
	18		269		270		239		296		275		1209		40		
	19		268		269		240		299		299		0		0		
	20		268		268		239		284		346		0		0		
	21		268		254		238		270		371		0		0		
	22		268		253		238		262		401		0		0		
	23		267		244		238		259		391		0		0		
	24		267		237		237		222		348		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1461		1120		11302		5165		1822						
	2		1465		1121		11018		4991		1549						
	3		1414		1120		11091		4600		1524						
	4		1406		1120		11224		4289		1556						
	5		1456		1120		11623		4181		1747						
	6		1467		1120		12883		3672		2408						
	7		1481		1120		14430		4345		2701						
	8		2268		1120		14922		4370		3020						
	9		6450		1121		12038		3681		2124						
	10		9804		1122		9530		2508		1496						
	11		10606		1121		8839		1495		1469						
	12		10684		1121		8642		919		1502						
	13		10484		1122		8664		994		1268						
	14		10882		1121		8173		1367		1228						
	15		10816		1121		8450		1664		1128						
	16		10242		1120		9080		2211		1222						
	17		7391		1119		10870		3886		1555						
	18		2598		1118		13646		5641		2819						
	19		1375		1117		14820		6159		3171						
	20		1405		1116		13958		6697		2998						
	21		1401		1116		13616		6931		2623						
	22		1422		1117		13340		6672		2402						
	23		1399		1117		13051		5889		1999						
	24		1311		1118		12054		5599		1866						
