06/18/19			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		878		408		206		499		2698		0		0		
	2		879		410		207		451		2387		0		0		
	3		853		414		207		450		2247		0		0		
	4		850		416		208		451		2145		0		0		
	5		851		402		206		491		2092		0		0		
	6		852		406		205		625		1973		0		0		
	7		854		403		204		656		1634		1624		43		
	8		783		401		204		569		1153		5537		263		
	9		839		404		201		488		915		8240		421		
	10		821		400		199		470		726		9415		490		
	11		812		394		200		467		697		10066		514		
	12		830		394		199		468		690		10398		527		
	13		823		398		201		469		780		10437		548		
	14		835		399		201		504		939		10406		543		
	15		834		401		200		543		1151		10053		540		
	16		832		405		200		548		1771		9180		496		
	17		833		413		201		657		2504		8569		512		
	18		832		406		202		708		3224		7041		431		
	19		834		408		202		704		3523		4593		319		
	20		834		410		206		706		4024		1190		65		
	21		836		409		205		705		4226		133		2		
	22		839		410		205		705		4373		0		0		
	23		841		409		204		650		4209		0		0		
	24		842		409		204		502		4126		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4689		2270		5472		7784		4037						
	2		4334		2269		4554		8183		3765						
	3		3318		2267		4950		8024		3752						
	4		4070		2266		3943		7891		3743						
	5		4042		2265		3652		8299		3907						
	6		4061		2266		3712		9114		4055						
	7		5418		2266		3775		9154		4002						
	8		8910		2267		3649		7446		3712						
	9		11508		2268		3177		6240		3764						
	10		12521		2269		2921		5886		3775						
	11		13150		2268		3273		5137		3802						
	12		13506		2267		3541		4944		3776						
	13		13656		2268		3549		5242		3738						
	14		13827		2269		3791		5249		3834						
	15		13722		2269		4324		5454		4000						
	16		13432		2269		4824		6069		4007						
	17		13689		2269		5392		6139		4235						
	18		12844		2268		6317		6706		4510						
	19		10583		2266		7260		8469		4728						
	20		7435		2267		8889		9495		4989						
	21		6516		2268		8925		10126		4924						
	22		6532		2271		8051		10043		4623						
	23		6313		2272		6957		8960		4462						
	24		6083		2270		5834		8280		4073						
