08/04/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		909		339		210		278		4575		0		3		
	2		912		338		211		278		4710		0		0		
	3		914		339		211		278		4412		0		0		
	4		915		338		210		277		4233		0		0		
	5		916		338		209		278		4018		0		0		
	6		916		341		208		278		3799		0		0		
	7		913		347		206		262		3300		628		0		
	8		908		359		190		266		3094		4531		152		
	9		904		362		185		223		2854		8445		272		
	10		901		355		186		222		2833		10085		329		
	11		896		350		187		262		2916		10792		362		
	12		893		347		186		269		3152		11148		369		
	13		889		350		186		271		3271		11140		370		
	14		888		352		186		281		3358		10883		367		
	15		890		352		187		279		3809		10879		362		
	16		888		352		187		288		4267		10596		347		
	17		889		363		188		290		4507		9578		333		
	18		891		361		196		298		4763		8032		275		
	19		894		362		192		355		4822		4430		161		
	20		900		362		192		359		4964		617		11		
	21		901		359		193		360		5005		0		0		
	22		905		361		204		308		4991		0		0		
	23		908		348		204		288		4966		0		0		
	24		910		340		205		287		4865		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		6253		2253		8008		8007		1886						
	2		6424		2253		5963		8489		1761						
	3		6126		2254		5318		8575		1593						
	4		5942		2254		5002		8536		1519						
	5		5726		2254		5017		8585		1627						
	6		5522		2255		5140		8926		2173						
	7		5579		2255		5930		9029		2257						
	8		9257		2256		5660		7219		1684						
	9		13123		2254		5558		5234		970						
	10		14852		2255		5361		3887		983						
	11		15726		2255		5110		3318		1126						
	12		16349		2256		5360		3554		948						
	13		16483		2258		6242		3419		1226						
	14		16303		2259		7139		3315		1889						
	15		16742		2261		8095		3350		1898						
	16		16939		2260		9129		3551		1999						
	17		16201		2258		10363		3406		2834						
	18		14917		2257		11252		4292		3293						
	19		11456		2255		12724		5642		4028						
	20		7500		2255		14108		6469		4528						
	21		6804		2258		13340		7414		4032						
	22		6745		2258		12715		6755		3666						
	23		6703		2261		9935		7720		2963						
	24		6587		2262		7980		7845		2437						
