11/19/17			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		954		347		204		394		98		0		0		
	2		953		353		204		396		277		0		0		
	3		953		352		204		395		345		0		0		
	4		954		353		204		395		374		0		0		
	5		954		352		204		397		342		0		0		
	6		954		352		203		547		348		0		0		
	7		955		354		202		568		353		189		0		
	8		955		356		202		492		337		2652		109		
	9		951		356		204		401		372		6121		313		
	10		949		354		204		358		383		7447		394		
	11		948		353		205		318		392		7458		419		
	12		945		353		205		321		445		7204		417		
	13		945		351		205		321		427		7445		424		
	14		944		352		204		321		362		7280		391		
	15		944		355		203		348		358		6304		239		
	16		945		356		203		461		305		3503		130		
	17		946		354		204		620		402		443		1		
	18		947		350		203		625		470		0		0		
	19		949		349		202		627		570		0		0		
	20		948		351		208		623		571		0		0		
	21		946		352		210		625		532		0		0		
	22		945		353		211		621		563		0		0		
	23		943		347		211		428		647		0		0		
	24		941		336		211		411		877		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		1997		2266		6617		7406		2894						
	2		2183		2265		5714		7511		2743						
	3		2249		2265		5201		7666		2578						
	4		2280		2265		4934		7754		2437						
	5		2249		2265		5011		7522		2687						
	6		2404		2266		5120		7647		2778						
	7		2621		2265		5379		7529		2855						
	8		5103		2264		4108		6717		2777						
	9		8718		2266		3012		5483		2295						
	10		10089		2266		2874		4026		2277						
	11		10093		2265		3087		3806		2129						
	12		9890		2265		3095		4060		2289						
	13		10118		2264		3098		3610		2276						
	14		9854		2263		3410		4005		2349						
	15		8751		2263		3817		4951		2388						
	16		5903		2263		5344		6441		2585						
	17		2970		2263		7725		8177		3060						
	18		2595		2265		9567		8847		3424						
	19		2697		2265		9245		9231		3295						
	20		2701		2265		8709		9260		3337						
	21		2665		2265		8299		9110		3165						
	22		2693		2266		7649		8938		2888						
	23		2576		2267		7033		8330		2698						
	24		2776		2267		5792		7963		2552						
