11/17/21			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		871		256		207		182		2164		0		0		
	2		872		258		206		185		1770		0		0		
	3		872		265		208		183		1518		0		0		
	4		873		279		211		183		1273		0		0		
	5		871		267		211		186		985		0		0		
	6		869		266		210		188		1029		0		0		
	7		868		264		210		189		1093		161		0		
	8		868		274		209		191		1006		3072		0		
	9		869		288		210		190		1033		6356		75		
	10		869		287		209		191		1141		7582		321		
	11		866		289		209		188		1429		7966		371		
	12		865		287		209		146		1434		8631		376		
	13		860		289		211		185		1248		9306		375		
	14		860		284		212		188		1189		9493		358		
	15		863		250		211		187		1024		9097		304		
	16		862		251		209		188		853		5268		168		
	17		863		244		211		224		843		626		0		
	18		865		225		206		221		857		0		0		
	19		864		217		205		222		782		0		0		
	20		865		211		212		191		882		0		0		
	21		866		215		214		185		934		0		0		
	22		865		222		214		186		883		0		0		
	23		865		222		214		184		859		0		0		
	24		865		223		214		177		726		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		3654		1607		8843		6132		726						
	2		3266		1606		8167		6621		726						
	3		3014		1607		8184		6520		669						
	4		2793		1605		8350		6386		760						
	5		2484		1606		9531		5869		792						
	6		2513		1609		10259		6180		931						
	7		2749		1610		11155		6553		1353						
	8		5403		1609		10567		5696		1280						
	9		8893		1609		8821		4490		979						
	10		10542		1610		7905		3533		737						
	11		11342		1608		7058		2981		671						
	12		11878		1607		6656		2798		543						
	13		12441		1605		6829		2303		249						
	14		12595		1603		7516		2299		24						
	15		12033		1604		8183		2608		296						
	16		8098		1605		10326		4399		836						
	17		3139		1604		13946		5989		1936						
	18		2292		1603		15232		6586		2410						
	19		2221		1604		14890		6841		2249						
	20		2308		1605		14076		7220		1869						
	21		2376		1605		13492		7252		1530						
	22		2327		1604		12924		7269		973						
	23		2307		1605		11920		6822		856						
	24		2176		1605		11158		6353		768						
