06/17/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		861		335		183		300		3297		0		0		
	2		861		335		183		301		3220		0		0		
	3		864		336		184		301		3411		0		0		
	4		866		335		184		303		3739		0		0		
	5		866		344		181		303		4255		0		0		
	6		869		351		182		303		4617		0		0		
	7		871		365		180		302		4424		2056		19		
	8		869		363		179		276		3871		6036		200		
	9		865		362		176		272		3165		8693		322		
	10		868		352		171		247		2465		10316		348		
	11		865		344		162		255		1939		11063		362		
	12		862		351		170		254		1682		11352		370		
	13		861		352		176		292		1594		11338		373		
	14		860		359		180		292		1675		11352		373		
	15		859		361		181		256		1685		11163		369		
	16		860		367		182		292		1692		10784		364		
	17		859		362		182		295		1944		10088		350		
	18		859		356		183		323		2516		8764		303		
	19		859		357		183		367		2887		5517		201		
	20		861		357		183		381		3202		1351		31		
	21		863		356		183		370		3220		15		0		
	22		866		353		183		346		3126		0		0		
	23		867		335		184		311		3048		0		0		
	24		867		326		183		305		2839		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		4976		2272		4673		9340		1973						
	2		4900		2272		4030		9250		1794						
	3		5096		2271		3168		9242		1748						
	4		5427		2271		2765		8915		1757						
	5		5949		2271		2735		8536		1829						
	6		6322		2271		3021		8344		2140						
	7		8217		2272		3179		7348		1908						
	8		11794		2272		2796		5754		1298						
	9		13855		2272		2807		4085		1249						
	10		14767		2272		2770		3284		1216						
	11		14990		2271		2640		3188		1219						
	12		15041		2269		2741		3073		1094						
	13		14986		2268		2892		2901		1075						
	14		15091		2270		3366		2608		1126						
	15		14874		2270		3924		3034		1188						
	16		14541		2270		4846		3501		1327						
	17		14080		2269		5857		4021		1641						
	18		13304		2270		6578		4758		2295						
	19		10371		2270		7533		6721		3547						
	20		6366		2269		9724		8518		3715						
	21		5007		2270		10145		9272		3713						
	22		4874		2271		9541		9570		3372						
	23		4745		2270		8161		9487		2827						
	24		4520		2272		7076		9236		2154						
