02/14/20			Hourly Breakdown of Renewable Resources (MW)														
	Hour		GEOTHERMAL	BIOMASS		BIOGAS		SMALL HYDRO	WIND TOTAL	SOLAR PV	SOLAR THERMAL						
	1		913		327		213		160		720		0		0		
	2		913		331		212		157		756		0		0		
	3		912		328		213		159		786		0		0		
	4		911		326		213		160		640		0		0		
	5		911		328		212		159		419		0		0		
	6		910		340		212		173		251		0		0		
	7		910		345		207		209		130		69		0		
	8		910		330		189		174		66		2546		39		
	9		908		322		187		169		3		6998		181		
	10		907		321		187		157		0		8020		212		
	11		906		325		187		152		75		8682		213		
	12		906		319		186		124		125		8692		213		
	13		906		318		186		120		117		8297		213		
	14		908		320		187		121		248		8759		212		
	15		908		317		188		120		681		8410		210		
	16		908		315		188		122		440		7062		197		
	17		911		324		188		177		471		3377		101		
	18		912		324		188		189		1096		186		0		
	19		913		330		188		224		1307		0		0		
	20		914		334		188		190		1158		0		0		
	21		915		331		187		166		1115		0		0		
	22		914		331		186		152		1297		0		0		
	23		914		328		186		153		1332		0		0		
	24		914		323		186		152		1307		0		0		
																	
																	
			Hourly Breakdown of Total Production by Resource Type (MW)														
	Hour		RENEWABLES	NUCLEAR		THERMAL		IMPORTS		HYDRO							
	1		2333		1103		8351		8886		1215						
	2		2369		1103		7841		8705		1149						
	3		2398		1103		7471		8656		1137						
	4		2250		1103		7793		8410		1137						
	5		2029		1103		8923		8047		1149						
	6		1886		1102		9985		8170		1650						
	7		1870		1101		11087		8702		2260						
	8		4254		1101		10042		8492		1986						
	9		8768		1102		7063		7054		1163						
	10		9804		1101		5479		6914		774						
	11		10540		1101		5038		6114		430						
	12		10565		1102		4320		5958		377						
	13		10157		1101		4403		5749		335						
	14		10755		1101		4148		5414		341						
	15		10834		1104		4540		5352		307						
	16		9232		1116		5450		6504		515						
	17		5549		1102		7826		7940		1370						
	18		2895		1115		10463		8680		2504						
	19		2962		1125		10906		9624		2419						
	20		2784		1102		10904		9357		2398						
	21		2714		1102		10726		9199		2166						
	22		2880		1102		10094		9253		1684						
	23		2913		1102		9648		9034		1108						
	24		2882		1103		8461		8935		1046						
